jacket saco
"plastic wrap" "papel plástico"
demijohn bidón
demijohn galón
"cigarette butt" chiva
"cigarette butt" colilla
"screw-on cap" tapa
"screw-on cap" tapadera
"screw-on cap" tapón
"screw-on cap" "tapón de rosca"
cap corcho
cap tapa
cap tapón
can botella
can envase
"airtight can" envase
"airtight can" frasco
"airtight can" lata
"airtight can" recipiente
"airtight can" tarro
colander colador
colander "cucharón colador"
ladle cuchara
ladle "cuchara grande"
ladle cucharón
drainboard colador
turner batidor
turner espátula
turner paleta
mixer batidora
mixer "batidora de mano"
filter filtro
filter "filtro de agua"
filter "purificador de agua"
"tea bag" "bolsa de té"
"tea bag" bolsita
"tea bag" sobrecito
knifegrinder afilador
knifegrinder "afilador de cuchillos"
knifegrinder esmeril
knifegrinder lima
knifegrinder "piedra de afilar"
knifegrinder "piedra esmeril"
"dinner pail" envase
"dinner pail" "envase plástico con tapa"
"dinner pail" fuente
"dinner pail" lonchera
"dinner pail" recipiente
"dinner pail" "trasto plástico"
"gas cock" llave
"gas cock" perilla
"paella pan" cazuela
"paella pan" olla
"paella pan" paila
tray bandeja
tray charola
cupboard aparador
cupboard gabinete
cupboard mueble
dishcloth limpión
dishcloth "toalla de cocina"
dishcloth trapo
dishcloth "trapo de cocina"
playpen baranda
playpen barandal
berth "cama de dos pisos"
berth litera
"shopping cart" carretilla
"shopping cart" carrito
"shopping cart" carro
basket canasta
clasp agarradera
washer lavadora
bobin bobina
"vacuum cleaner" aspiradora
needle agujas
needle "agujas de tejer"
cushion almohada
"lace curtain" cortina
stool escalera
q-tips aplicador
q-tips hisopo
q-tips palillo
q-tips "palillo de algodón"
plaster curita
sling cabestrillo
sling venda
attic azotea
lock aldaba
lock pasador
toothbrush "cepillo de dientes"
wardrobe closet
wardrobe ropero
"parabolic antenna" "antena parabólica"
"wire netting" malla
"corrugated iron" "lámina de zinc"
"corrugated iron" zinc
"disposable diaper" pampers
"disposable diaper" "pañal descartable"
turtleneck "cuello de tortuga"
v-neck "cuello  ""v"""
"polo collar" "cuello abierto"
raincoat capote
raincoat impermeable
bolero "chaqueta corta"
sportshirt camisa
sportshirt "camisa sport"
sportshirt camiseta
"round neck" "cuello cerrado"
smock "ropa de bebe"
smock suetercito
"dress coat" smoking
"dress coat" "traje de pingüino"
"dressing gown" bata
"dressing gown" "bata de casa"
"dressing gown" "bata de estar en casa"
"dressing gown" batón
suspenders tirantes
fringe flecos
"duffle coat" abrigo
"duffle coat" chaqueta
"track suit" buzo
"track suit" sudadera
"track suit" "traje deportivo"
mitten guantes
pochette "bolsa de canguro"
pochette cangurera
pochette canguro
"culotte skirt" "falda pantalón"
"culotte skirt" faldapantalón
cuff ruedo
"sports shoes" deportivos
"sports shoes" tenis
"sports shoes" "zapatos deportivos"
sandal caites
sandal chinelas
sandal ginas
sandal sandalias
studs tacos
shorts boxer
shorts calzoncillo
shorts calzoncillos
shorts "ropa interior"
"panty hose" "medias ""panty"""
"panty hose" pantimedias
"panty hose" pantis
apron delantal
ring anillo
ring argolla
ring sortija
"contact lens" "lentes de contacto"
"powder box" estuche
lipstick labial
lipstick "lápiz de labio"
lipstick "lápiz de labios"
lipstick "pintura de labios"
rollers rollos
rollers "rollos para el pelo"
rollers rulos
chalk tiza
diary agenda
"filing cabinet" archivo
block "cuaderno de espiral"
pad bloc
checkbook factura
checkbook talonario
"tape recorder" grabadora
photocopier fotocopiadora
swing columpio
marbles canicas
marbles chibolas
dart dardo
dart ruleta
hoop hula-hula
skipping cuerda
skipping saltador
"blindman's buff" "gallina ciega"
"blindman's buff" "gallinita ciega"
"cup and ball" bolero
skateboard monopatín
skateboard patineta
megaphone amplificador
megaphone bocina
megaphone megáfono
megaphone parlante
"stufffed toy" "muñeca de trapo"
parachute paracaídas
frisbee frisbee
frisbee platillo
"chair lift" funicular
"chair lift" teleférico
boxing boxeo
goal arco
goal portería
merry-go-round caballitos
"video camera" "cámara de vídeo"
"video camera" filmadora
"ferris wheel" "rueda  chicago"
binoculars binocular
binoculars prismáticos
convertible convertible
convertible deportivo
air-bag "bolsa de aire"
"road roller" aplanadora
road carretera
"median strip" boulevard
"pedestrian overpass" "puente peatonal"
saddle asiento
handlebar manubrio
bar barra
can barril
can bidón
can tanque
dam dique
dam presa
"cable car" funicular
"cable car" teleférico
"restaurant car" "vagón comedor"
loudspeaker altavoz
loudspeaker altoparlante
loudspeaker amplificador
loudspeaker parlante
horn bocina
horn pito
toilet baño
toilet sanitario
toilet servicio
bootblack limpiabotas
bootblack lustrador
janitor afanadora
janitor conserje
janitor empleada
janitor "empleada doméstica"
janitor muchacha
janitor "señora de la limpieza"
janitor sirvienta
"screen door" malla
"screen door" "puerta de cedazo"
directory "agenda telefónica"
directory directorio
directory guía
"lump of sugar" "azúcar en cubitos"
"lump of sugar" "azúcar en terrón"
bankbook libreta
bankbook "libreta bancaria"
bankbook "tarjeta bancaria"
spray aerosol
spray spray
rotary rotonda
toothpaste "crema dental"
toothpaste pasta
toothpaste "pasta de dientes"
toothpaste "pasta dental"
loudspeaker altavoz
loudspeaker altoparlante
loudspeaker megáfono
loudspeaker parlante
blind cortina
blind persiana
blind "persiana veneciana"
"flower pot" maceta
"flower pot" macetera
"flower stand" almácigo
"flower stand" jardinera
"automatic cashier" "cajero automático"
"security camera" "cámara de seguridad"
awning carpa
awning pérgola
awning toldo
tripod trípode
battery baterías
pushcart carretilla
pushcart carrito
"shopping basket" bolsa
"shopping basket" canasta
"shopping basket" canasto
wedge cuña
wedge taco
check-room casillero
check-room locker
drain alcantarilla
drain registro
carrycot canguro
carrycot mochila
"maternity dress" "bata de maternidad"
"maternity dress" "ropa de maternidad"
"maternity dress" "vestido de maternidad"
number distintivo
number número
number distintivo
number número
strecher camilla
fans aficionados
fans fanaticada
sting aguijón
sting ponzoña
apricot albaricoque
food alimento
raising levantada
raising subida
"post-office box" "apartado postal"
brook arroyo
brook cañada
brook quebrada
murderer asesino
be "be de burro"
be "be grande"
be "be labial"
be "be larga"
"scholarship holder" becado
slap bofetada
slap cachetada
slap palmada
bar bar
bar cafetería
bar cafetín
bar comedor
puff chupada
puff fumada
puff golpe
puff jalada
waiter mesero
"dirty trick" bajeza
"dirty trick" barbaridad
"dirty trick" canallada
"dirty trick" chanchada
"dirty trick" cochinada
"dirty trick" "mala jugada"
"dirty trick" "mala pasada"
"dirty trick" porquería
"dirty trick" trastada
switchboard "central telefónica"
switchboard "planta telefónica"
pig cerdo
pig chancho
pig cochino
pig lechón
pig marrano
pig puerco
resignation renuncia
cooking cocida
cooking hervida
avarice ambición
avarice avaricia
avarice codicia
shell caparazón
shell concha
chat charla
chat conversación
chat plática
anger cólera
anger coraje
anger enojo
anger rabia
cost costo
cost gasto
crossing cruce
slope cuesta
slope ladera
slope pendiente
bay bahía
amusement entretenimiento
amusement pasatiempo
school colegio
school escuela
school instituto
school pre-escolar
stay estadía
stay estancia
stay permanencia
miss equivocación
miss error
miss falla
financier analista
financier "asesor financiero"
financier consultor
financier experto
financier financiero
bangs copete
bangs fleco
bangs flequillo
bangs mechón
"little flower" florcita
"little flower" florecita
plumber fontanero
plumber plomero
stranger extranjero
stranger foráneo
form cuestionario
form formato
form formulario
"little fire" llamita
rubber leche
rubber resina
hunger hambre
hunger hambruna
beauty belleza
beauty bonito
beauty hermosura
beauty lindo
grass césped
grass grama
grass maleza
grass monte
grass yerba
grass zacate
iron fierro
iron hierro
concrete concreto
hospital hospital
graduate graduado
graduate licenciado
graduate profesional
degree licenciatura
discount descuento
discount especial
discount liquidación
discount ofertas
discount promoción
discount rebaja
discount remate
call llamada
arrival llegada
whip chilillo
whip látigo
teacher maestro
teacher profesor
weeds charral
weeds matorral
spring fuente
spring manantial
spring "ojo de agua"
butter crema
butter nata
block manzana
"rocking chair" mecedora
cheek cachetes
cheek mejillas
peach melocotón
monkey chango
monkey chimpancé
monkey mico
monkey mono
mosquito mosquito
mosquito zancudo
jackknife navaja
"wet nurse" nodriza
worker jornalero
worker obrero
worker operario
chance chance
chance oportunidad
"unemployed man" desempleado
"unemployed man" desocupado
unemployment desempleo
seafront malecón
potato papa
sponsor auspiciador
sponsor patrocinador
toll peaje
toll tarifa
laziness flojera
laziness haraganería
laziness hueva
laziness pereza
"little stone" piedrita
"little legs" patitas
"little legs" piernitas
apartment apartamento
apartment condominio
"small square" placita
"small square" plazoleta
banana banano
policeman agente
policeman policía
dust "nube de polvo"
dust polvareda
dust polvazal
dust tolvanera
spokesman delegado
spokesman representante
spokesman vocero
"small village" pueblito
"little door" puertecita
"little door" puertita
grade calificación
grade nota
grade puntaje
grade puntos
grade puntuación
grade resultado
kerosene gas
kerosene querosén
kerosene querosín
pickpocket carterista
pickpocket ladronzuelo
pickpocket ratero
pickpocket tamal
raid allanamiento
raid operación
raid operativo
raid redada
relation relación
repairing arreglo
repairing reparación
slip resbalada
slip resbalón
rumor bola
rumor rumor
highlander campesino
"military service" "servicio militar"
hissing chiflido
hissing silbido
position ubicación
arrogance "aire de grandeza"
arrogance "aires de grandeza"
arrogance arrogancia
arrogance pedantería
arrogance prepotencia
arrogance soberbia
bribery chanchullo
bribery coima
bribery mordida
bribery soborno
"soy bean" soya
change menudo
change sencillo
change suelto
bar bar
bar cantina
bar cervecería
tidbits "algo para picar"
tidbits boca
tidbits bocadillo
tidbits boquita
tidbits botana
earthquake "movimiento sísmico"
earthquake sacudida
earthquake sismo
earthquake temblor
earthquake terremoto
store almacén
store tienda
"small store" tiendita
shooting balacera
shooting tirazón
shooting tiroteo
courage huevos
courage valentía
courage valor
breeze brisa
breeze vientecito
visa visa
visa visado
glance mirada
glance miradita
glance ojeada
glance vistazo
change cambio
walk vueltecita
sharp filoso
"right now" "ahora mismo"
"right now" ahorita
"right now" ya
"right now" "ya mismo"
bitter amargo
bitter amargoso
yellowish amarillento
before antes
approximately "a eso de"
approximately "alrededor de"
approximately como
approximately hacia
approximately "más o menos"
here acá
here aquí
here "aquí mismo"
risky peligroso
amazing asombroso
amazing sorprendente
"in spite of everything" "a pesar de todo"
"in spite of everything" "al final"
"in spite of everything" "aun así"
"in spite of everything" "después de todo"
"in spite of everything" "y de todas maneras"
astute abusado
astute aguzado
astute astuto
astute avispado
astute listo
astute pila
astute vivo
bluish azulado
brilliant brillante
avaricious avaricioso
avaricious codicioso
against "en contra"
"as soon as" apenas
"as soon as" "en cuanto"
"as soon as" nomás
"the more" "entre más"
"the more" "mientras más"
under "abajo de"
under "debajo de"
thin delgado
thin escuálido
thin flaco
inside adentro
inside dentro
in "adentro de"
in "dentro de"
"in my heart" "dentro de mí"
"in my heart" "en mi interior"
"in my heart" "en mis adentros"
"in my heart" interiormente
"in my heart" "para mí"
"in my heart" "para mis adentros"
"in my heart" "por dentro"
behind "detrás de"
"behind me" "atrás de mí"
"behind me" "atrás mío"
"behind me" "detrás de mí"
"behind me" "detrás mío"
"behind me" "tras de mí"
difficult complicado
difficult difícil
difficult dificultoso
difficult enredado
where ¿adónde?
where ¿dónde?
where "¿en dónde?"
"above me" "arriba de mí"
"above me" "arriba mío"
"above me" "encima de mí"
"above me" "encima mío"
"above me" "sobre mí"
"opposite me" "adelante de mí"
"opposite me" "adelante mío"
"opposite me" "al frente de mí"
"opposite me" "al frente mío"
"opposite me" "delante de mí"
"opposite me" "delante mío"
"opposite me" "enfrente de mí"
"opposite me" "enfrente mío"
"opposite me" "frente a mí"
angry bravo
angry caliente
angry disgustado
angry enojado
angry furioso
often "a menudo"
often "con frecuencia"
often frecuentemente
often regularmente
often seguido
"sensitive to the cold" friolento
outside afuera
outside "por fuera"
greasy engrasado
greasy grasiento
greasy grasoso
grayish grisáceo
grayish plomizo
grayish plomo
skillfull bueno
skillfull diestro
skillfull hábil
skillfull habilidoso
beautiful agradable
beautiful bonito
beautiful hermoso
beautiful lindo
beautiful precioso
bony huesudo
"close to me" conmigo
"close to me" "al lado mío"
"close to me" "junto a mí"
weak débil
"in the morning" "durante la mañana"
"in the morning" "en horas de la mañana"
"in the morning" "en la mañana"
"at least" "al menos"
"at least" "aunque sea"
"at least" "cuando menos"
"at least" "por lo menos"
"at least" siquiera
"at least" "tan siquiera"
filthy cochino
filthy mugroso
very bastante
very muy
little chico
little chiquito
little nene
little niño
standing "de pie"
standing parado
dusty empolvado
dusty polvoso
perhaps "a lo mejor"
perhaps "capaz que"
perhaps "de repente"
perhaps derrepente
perhaps "es posible que"
perhaps "es probable que"
perhaps "puede que"
perhaps "puede ser que"
perhaps quizá
fast "de prisa"
fast pronto
fast rápidamente
fast rápido
next "jueves entrante"
next "jueves próximo"
next "jueves que entra"
next "jueves que viene"
next "otro jueves"
next "próximo jueves"
clear acicalado
clear arregladito
clear arreglado
clear aseado
clear impecable
clear nítido
clear pulcro
clear regio
which ¿cuál?
radiant feliz
radiant radiante
radio "de la radio"
radio "de radio"
radio "en la radio"
radio radial
recently "hace poco"
recently "hasta ahora"
recently recientemente
recently "sólo ahora"
recently "sólo hasta ahora"
recently últimamente
comforting reconfortante
cold catarro
cold constipado
cold gripe
cold resfriado
cold resfrío
broken quebrado
broken roto
coarse áspero
coarse brusco
coarse bruto
coarse grosero
coarse jayán
coarse "mal educado"
coarse maleducado
coarse odioso
coarse patán
coarse pesado
coarse tosco
coarse violento
slant chueco
slant "de lado"
slant torcido
"in a low voice" bajito
"in a low voice" bajo
"in a low voice" despacito
"in a low voice" "en voz baja"
"in a low voice" quedito
"in a low voice" suave
act "actuar de"
act "ejercer  de"
act "fungir de"
act "hacer de"
annoy contrariar
annoy fastidiar
annoy fregar
annoy joder
arrive llegar
break destrozar
break "hacer añicos"
break "hacer tiritas"
break joder
break quebrar
break romper
clear chapear
clear chapodar
clear "cortar la hierba"
clear deshierbar
clear desyerbar
clear limpiar
clear podar
desorient confundir
desorient desorientar
desorient despistar
desorient desubicar
desorient engañar
dial marcar
dismiss botar
dismiss correr
dismiss despedir
dismiss destituir
dismiss echar
dismiss sacar
dismiss suspender
drench "hecho sopa"
drench remojado
drive conducir
drive manejar
encourage estimular
encourage incentivar
encourage mejorar
encourage motivado
enter "entrar a"
enter "entrar en"
escape desembarazarse
escape escapar
escape escaparse
escape liberarse
escape librarse
escape soltarse
escape zafar
escape zafarse
"fall in love" encariñarse
"fall in love" engancharse
"fall in love" "morirse de"
"fall in love" "morirse por"
"fall in love" "sentirse atraído por"
fill calzar
fill tapar
"get excited" alborotar
"get excited" calentar
"get excited" excitar
"get excited" provocar
"get ill" "caer enfermo"
"get ill" enfermarse
"get ill" "ponerse enfermo"
"go into" "penetrar al"
"go into" "penetrar en el"
gossip chimosear
gossip chismear
gossip chismiar
gossip chismorrear
gossip chismosear
gossip comentar
gossip cuechar
gossip hablar
gossip murmurar
graduate "diplomarse en"
graduate "egresar de"
graduate "graduarse en"
graduate "recibirse de"
graduate "recibirse en"
graduate "salir de"
graduate "terminar la carrera"
graduate "terminar una carrera en"
hurry apresurarse
hurry apurarse
hurry "darse prisa"
impress impactar
impress impresionar
kidnap plagiar
kidnap raptar
kill "acabar con"
kill asesinar
kill liquidar
kill matar
kill ultimar
kneel arrodillarse
kneel hincarse
kneel "ponerse de rodilla"
lick chupar
lick lamber
lick lamer
light encender
light prender
matter enojar
matter hacerle
matter importar
matter "tener importancia"
miss "acordarse de"
miss "añorar a"
miss "echar de menos"
miss extrañar
miss "hacer falta"
overturn "darse vuelta"
overturn voltearse
pamper alcahuetear
pamper apañar
pamper consentir
pamper "echar a perder"
pamper malcriar
pamper maleducar
pamper mimar
park estacionar
park parquear
postpone aplazar
postpone atrasar
postpone demorar
postpone posponer
postpone postergar
postpone retrasar
puff aspirar
puff chupar
puff fumar
puff inhalar
puff jalar
pull jalar
pull tirar
punch "dar trompadas"
punch "dar un golpe"
punch "dar un puñetazo"
punch golpear
punch pegar
punch sonar
punch trompear
"put in" "entrar a"
"put in" "meterse a"
"put in" "meterse en"
"put on" colocarse
"put on" meterse
"put on" ponerse
repair arreglar
repair reparar
require requerir
require "requerir de"
return regresar
search buscar
search catear
search "dar una rebatida"
search esculcar
search examinar
search inspeccionar
search "poner de cabeza"
search rastrear
search rebuscar
search registrar
search revisar
seem "nadie me quita de la cabeza que"
seem "se me hace"
seem suponer
"sell at a bargain price" liquidar
"sell at a bargain price" "poner en oferta"
"sell at a bargain price" realizar
"sell at a bargain price" rebajar
"sell at a bargain price" rematar
"sell at a bargain price" "vender a precio regalado"
shake agitar
shake jamaquear
shake mover
shake sacudir
shake zangolotear
shake zarandear
shoot balear
shoot "dar tiros"
shoot disparar
shoot "pegar tiros"
shoot tirotear
skin descuerar
skin desollar
skin despellejar
skin pelar
skin "quitar la piel"
sponsor auspiciar
sponsor patrocinar
"stand up" levantarse
"stand up" pararse
"take a short cut" acortar
"take a short cut" "acortar camino"
"take a short cut" "ahorrar tiempo"
"take a short cut" "coger un atajo"
"take a short cut" "cortar camino"
"take a short cut" "llegar más rápido"
"take a short cut" "recortar camino"
"take a short cut" "tomar un atajo"
"take off" desvestirse
"take off" quitarse
"take off" sacarse
throw arrojar
throw botar
throw echar
throw lanzar
throw tirar
tie amarrar
tie atar
trick confundir
trick mentir
trick vacilar
turn coger
turn cruzar
turn "dar vuelta"
turn doblar
turn girar
"turn around" "dar la vuelta"
"turn around" "darse vuelta"
"turn around" girarse
"turn around" voltear
"turn around" voltearse
"turn around" volverse
turn "dar vuelta"
turn girar
turn voltear
undress desnudarse
undress desvestirse
unpack desempacar
unpack desenvolver
upset apenar
upset "dar pena"
upset disgustar
upset entristecer
value estimar
value evaluar
value valorar
watch asomarse
watch espiar
watch mirar
whistle chiflar
whistle silbar
"good student" cerebrito
"good student" cerebro
"good student" inteligente
"good student" nerd
"poor student" bruto
"poor student" burro
"poor student" desobligado
"poor student" fresco
"poor student" haragán
"poor student" indisciplinado
"poor student" lento
"poor student" limitado
"poor student" "mal alumno"
"poor student" "mal estudiante"
"poor student" malo
"poor student" rezagado
"poor student" tonto
grind aplicado
grind dedicado
grind estudioso
grind nerd
"lazy student" dejado
"lazy student" desinteresado
"lazy student" despreocupado
"lazy student" flojo
"lazy student" flojonazo
"lazy student" haragán
"lazy student" irresponsable
"lazy student" perezoso
"lazy student" vago
"play truant" caperse
"play truant" faltar
"play truant" "faltar a clase"
"play truant" "fugar de clase"
"play truant" "libretiar de clase"
truant faltón
truant informal
truant irresponsable
truant vago
"cheat sheet" acordeón
"cheat sheet" copia
"cheat sheet" papelito
cheat copiar
"whisper the answer" "dar copia"
"whisper the answer" soplar
"give a failing grade" aplazar
"give a failing grade" colgar
"give a failing grade" desaprobar
"give a failing grade" ponchar
"give a failing grade" reprobar
"call the roll" "tomar asistencia"
