jacket saco
"felt-tipped pen" pincel
"felt-tipped pen" resaltador
"pencil sharpener" sacapuntas
stapler presilladora
staple "carga de presilladora"
staple grampas
staple presillas
blackboard pizarra
blackboard pizarrón
paperweight pisapapeles
computer computadora
"rubber band" goma
"rubber band" gomita
stamp estampilla
handle mango
handle manija
slingshot honda
slingshot hondita
scooter monopatín
scooter patineta
tent carpa
"sleeping bag" "bolsa de dormir"
kite pandorga
boat bote
boat canoa
"swimming pool" pileta
"swimming pool" "pileta de natación"
"swimming pool" piscina
lawn césped
lawn pasto
"street lamp" farol
"street lamp" "poste de luz"
"rubbish bin" basurero
"rubbish bin" "tacho de basura"
slide tobogán
bench banco
"comic book" caricatura
"comic book" "libro de cuentos"
"comic book" revista
poster afiche
poster cartel
poster propaganda
"shop window" vidriera
"shop window" vitrina
jukebox rocola
harmonica armónica
harmonica organillo
"hard-boiled egg" "huevo duro"
"hot dog" pancho
pancake crepe
"sponge cake" bizcochuelo
"sponge cake" torta
pit carozo
pit semilla
packet portabotellas
"slice of cheese" "feta de queso"
"slice of cheese" queso
"slice of cheese" "queso de sandwich"
"plastic wrap" "bolsa plástica"
"plastic wrap" film
"plastic wrap" "papel ""film"""
"plastic wrap" "papel de plástico"
"plastic wrap" "papel para envolver transparente"
"plastic wrap" plástico
demijohn bidón
demijohn "botella grande"
"cigarette butt" colilla
"screw-on cap" tapa
cap tapa
can botella
can envase
"airtight can" frasco
colander colador
colander espumadera
ladle cuchara
ladle "cuchara grande"
ladle cucharón
drainboard cernidora
drainboard colador
drainboard escurridero
turner batidor
mixer batidora
mixer "batidora manual"
filter purificador
filter "purificador de agua"
"tea bag" bolsita
"tea bag" "saquito de té"
"tea bag" sobrecito
knifegrinder afilador
"dinner pail" lonchera
"dinner pail" tapper
"gas cock" palanca
"gas cock" perilla
"paella pan" paila
tray bandeja
cupboard alacena
cupboard aparador
cupboard mueble
dishcloth "paño de cocina"
dishcloth repasador
dishcloth trapito
dishcloth trapo
dishcloth "trapo de cocina"
playpen corralito
berth "cama de dos pisos"
"shopping cart" carrito
"shopping cart" "carrito de súper"
basket canastilla
clasp abrazadera
washer lavarropa
bobin carrete
bobin carretel
"vacuum cleaner" aspiradora
needle "agujas de tejer"
needle "agujas para tejer"
cushion almohadón
"lace curtain" cortina
"lace curtain" visillo
"lace curtain" voile
stool banquito
stool escalera
q-tips cotonete
plaster curita
sling cabestrillo
attic altillo
lock pasador
lock tranca
toothbrush cepillo
toothbrush "cepillo de dientes"
wardrobe placard
wardrobe ropero
bidet bidé
"parabolic antenna" "antena parabólica"
"parabolic antenna" parabólica
"wire netting" alambrado
"wire netting" "alambre tejido"
"wire netting" red
"wire netting" "red metálica"
"corrugated iron" "chapa acanalada"
"corrugated iron" "chapa de zinc"
"corrugated iron" zinc
"disposable diaper" pañal
"disposable diaper" "pañal desechable"
turtleneck "cuello largo"
turtleneck "cuello polera"
turtleneck polera
v-neck "cuello en v"
v-neck "escote ""v"""
"polo collar" cuello
"polo collar" "cuello abierto"
raincoat impermeable
raincoat piloto
bolero bolero
bolero chaleco
bolero torera
sportshirt chomba
sportshirt remera
"round neck" "cuello redondo"
smock batita
smock "ropa de bebe"
smock saquito
smock suetercito
"dress coat" frac
"dress coat" "saco pingüino"
"dress coat" smoking
"dressing gown" bata
"dressing gown" "salto de cama"
suspenders tirantes
fringe flecos
"duffle coat" campera
"duffle coat" gabán
"duffle coat" parca
"track suit" buzo
mitten manoplas
pochette riñonera
"culotte skirt" "pollera pantalón"
cuff botamanga
cuff ruedo
cuff "ruedo con doblez"
"sports shoes" "calzado deportivo"
"sports shoes" champions
sandal sandalias
studs taquillas
"athletic shirt" camisilla
"athletic shirt" musculosa
shorts boxer
shorts calzoncillo
"panty hose" "media fina"
"panty hose" "medias cancán"
apron delantal
ring anillo
"contact lens" "lentes de contacto"
"powder box" "caja de maquillaje"
"powder box" "estuche de maquillaje"
"powder box" polvera
lipstick colorete
lipstick labial
lipstick "lápiz labial"
rollers ruleros
chalk tiza
diary "agenda recambiable"
"filing cabinet" fichero
block cuaderno
block "cuaderno con espiral"
block "cuaderno espiral"
block "cuaderno universitario"
pad "carpeta de dibujo"
pad "cuaderno de dibujo"
checkbook chequera
"tape recorder" grabador
"tape recorder" grabadora
photocopier fotocopiadora
swing hamaca
marbles balitas
marbles bolitas
marbles canicas
dart "tiro al blanco"
hoop hula-hula
skipping cuerda
skipping piola
skipping "saltar la cuerda"
skipping "salto a la cuerda"
"blindman's buff" "gallito ciego"
"cup and ball" bolero
skateboard patineta
skateboard skate
megaphone amplificador
megaphone megáfono
megaphone parlante
pinwheel hélice
pinwheel molinete
pinwheel molino
"stufffed toy" "muñeca de trapo"
parachute paracaídas
frisbee disco
frisbee "platillo volador"
"chair lift" teleférico
boxing boxeo
goal arco
merry-go-round calesita
merry-go-round carrusel
"video camera" cámara
"video camera" "cámara filmadora"
"video camera" filmadora
"video camera" video-filmadora
"ferris wheel" "montaña rusa"
"ferris wheel" "rueda  chicago"
"ferris wheel" "rueda gigante"
binoculars anteojos
binoculars binocular
binoculars largavista
convertible "auto descapotable"
convertible decapotable
air-bag airbag
"road roller" aplanadora
road autopista
road ruta
"median strip" "paseo central"
"pedestrian overpass" "puente peatonal"
saddle asiento
handlebar manubrio
bar bar
bar barra
can bidón
can tambor
dam dique
dam represa
"cable car" teleférico
"restaurant car" "vagón restaurante"
loudspeaker altavoz
loudspeaker altoparlante
loudspeaker parlante
horn bocina
toilet baño
bootblack lustrabotas
janitor limpiadora
janitor "personal de limpieza"
"screen door" "puerta de tela metálica"
"screen door" "puerta metálica"
directory guía
"lump of sugar" "cubitos de azúcar"
"lump of sugar" "terrón de azúcar"
bankbook libreta
bankbook tarjeta
spray aerosol
spray spray
rotary rotonda
toothpaste dentífrico
toothpaste "pasta dental"
loudspeaker altavoz
loudspeaker altoparlante
loudspeaker parlante
blind persiana
"flower pot" maceta
"flower pot" plantera
"flower stand" cantero
"automatic cashier" cajero
"automatic cashier" "cajero automático"
"security camera" cámara
"security camera" "cámara de circuito cerrado"
"security camera" "cámara de seguridad"
"security camera" "circuito cerrado"
"portable writing case" "juego de escritorio"
"portable writing case" lapicero
"portable writing case" portalapiceras
"portable writing case" portalápices
"portable writing case" tintero
awning carpa
awning toldo
tripod trípode
battery pilas
pushcart carrito
pushcart "carro de súper"
"shopping basket" canasta
"shopping basket" canasto
"shopping basket" "canasto de compras"
"shopping basket" "canasto de supermercado"
wedge tranca
check-room "caja de seguridad"
check-room casillero
drain alcantarilla
drain registro
drain "tapa de alcantarilla"
drain "tapa del alcantarillado"
carrycot "bolsa canguro"
carrycot canguro
carrycot "mochila para bebé"
carrycot portabebé
"maternity dress" "futura mamá"
"maternity dress" "ropa de embarazada"
"maternity dress" "ropa para embarazadas"
"maternity dress" "ropa para futura mamá"
number número
number "número distintivo"
number número
number "número distintivo"
strecher "camilla de mano"
fans aficionados
fans barra
fans hinchada
fans hinchas
apricot damasco
food alimento
food comestible
raising subida
"post-office box" "casilla de correos"
"post-office box" "casilla postal"
brook arroyo
murderer asesino
be "be de burro"
be "be labial"
be "be larga"
"scholarship holder" becado
"scholarship holder" becario
slap bife
slap bofetada
slap cachetada
slap sopapo
slap tortazo
bar bar
bar cafetería
bar confitería
puff aspirada
puff chupada
puff pitada
waiter mesero
waiter mozo
"dirty trick" bajeza
"dirty trick" fechoría
"dirty trick" "mala jugada"
"dirty trick" "mala pasada"
"dirty trick" mariconada
"dirty trick" porquería
"dirty trick" vileza
switchboard "central telefónica"
switchboard centralita
pig cerdo
pig chancho
resignation renuncia
cooking cocción
cooking cocinar
avarice ambición
shell caparazón
chat charla
chat conversación
anger rabia
cost costo
crossing cruza
slope loma
slope pendiente
bay bahía
amusement distracción
amusement diversión
amusement entretenimiento
school colegio
school escuela
school instituto
stay estadía
miss equivocación
miss error
financier analista
financier "asesor financiero"
financier auditor
financier consultor
financier experto
bangs flequillo
bangs mechón
"little flower" florcita
"little flower" florecilla
plumber plomero
stranger extranjero
form ficha
form formulario
form solicitud
"little fire" fueguito
rubber savia
hunger hambre
beauty belleza
beauty bonito
beauty lindo
grass césped
grass pasto
iron hierro
concrete concreto
concrete hormigón
hospital hospital
graduate graduado
graduate licenciado
graduate profesional
graduate titulado
degree licenciatura
degree título
discount descuento
discount liquidación
discount ofertas
discount promoción
discount rebaja
discount saldo
call llamada
arrival llegada
whip chicote
whip látigo
whip rebenque
teacher maestro
weeds maleza
weeds matorral
weeds monte
weeds yuyal
spring manantial
spring naciente
butter manteca
block cuadra
block manzana
"rocking chair" sillón
cheek cachetes
cheek mejillas
cheek pómulos
peach durazno
monkey chimpancé
monkey mono
mosquito mosquito
jackknife cortaplumas
"wet nurse" "madre de leche"
worker obrero
chance oportunidad
"unemployed man" desempleado
unemployment desempleo
seafront costanera
potato papa
sponsor auspiciante
sponsor patrocinador
toll peaje
toll tarifa
laziness haragán
laziness haragana
laziness haraganería
laziness pereza
"little stone" piedrita
"little legs" piernitas
apartment departamento
"small square" placita
banana banana
policeman agente
policeman policía
dust polvadera
dust polvareda
dust polvo
spokesman delegado
spokesman portavoz
spokesman representante
spokesman vocero
"small village" pueblito
"little door" puertita
grade calificación
grade puntaje
kerosene querosén
kerosene querosene
pickpocket bandido
pickpocket carterista
pickpocket raterito
pickpocket ratero
raid allanamiento
raid arresto
raid operativo
raid redada
relation relación
repairing arreglo
repairing reparación
slip patinada
slip resbalón
rumor chisme
rumor habladuría
rumor rumor
highlander serrano
"military service" "servicio militar"
hissing pitazo
hissing silbido
position orientación
position posición
position ubicación
arrogance "aire de grandeza"
arrogance "aires de grandeza"
arrogance pedantería
arrogance soberbia
bribery coima
change cambio
change sencillo
bar bar
bar boliche
tidbits "algo para picar"
tidbits aperitivo
tidbits bocadito
tidbits picada
earthquake sismo
earthquake terremoto
store almacén
store comercio
store negocio
"small store" tiendita
"small store" tienditas
shooting balacera
shooting tiroteo
courage coraje
courage valentía
breeze vientito
visa visa
glance ojeada
glance vistazo
change vuelto
walk vueltita
sharp afilado
sharp filoso
"right now" "ahora mismo"
"right now" enseguida
"right now" ya
bitter amargo
yellowish amarillento
before antes
approximately aproximadamente
approximately casi
approximately "más o menos"
here acá
here "por aquí"
risky arriesgado
risky peligroso
risky riesgoso
amazing sorprendente
"in spite of everything" "a pesar de todo"
"in spite of everything" "al final"
"in spite of everything" "así y todo"
"in spite of everything" "como sea"
"in spite of everything" "de todas maneras"
"in spite of everything" "después de todo"
"in spite of everything" "y de todas maneras"
astute astuto
astute "con cuidado"
astute "con mucho ojo"
astute despierto
astute vivo
bluish azulado
brilliant brillante
avaricious ambicioso
avaricious codicioso
against "en contra"
"as soon as" apenas
"as soon as" "tan pronto como"
"the more" "cuanto más"
"the more" "mientras más"
under "abajo de"
thin delgado
thin escuálido
thin flaco
inside dentro
inside "por dentro"
in "adentro de"
in "dentro de"
"in my heart" "adentro mío"
"in my heart" "en mi interior"
"in my heart" "en mis adentros"
"in my heart" "para mí"
"in my heart" "para mis adentros"
"in my heart" "por dentro"
behind "atrás de"
behind "detrás de"
"behind me" "atrás mío"
"behind me" "detrás de mí"
"behind me" "detrás mío"
difficult complicado
difficult difícil
where ¿dónde?
where "¿en dónde?"
"above me" "arriba mío"
"above me" "encima de mí"
"above me" "encima mío"
"opposite me" "adelante mío"
"opposite me" "delante de mí"
"opposite me" "delante mío"
"opposite me" "enfrente mío"
"opposite me" "frente a mí"
angry cabreado
angry caliente
angry disgustado
angry enojado
angry fastidiado
angry histérico
angry molesto
often "a menudo"
often frecuentemente
often normalmente
often regularmente
often seguido
"sensitive to the cold" friolento
outside afuera
outside "por fuera"
greasy grasoso
greasy "llenos de grasa"
grayish grisáceo
grayish plomo
skillfull bueno
skillfull capaz
skillfull capo
skillfull hábil
skillfull habilidoso
beautiful agradable
beautiful bello
beautiful bonito
beautiful hermoso
beautiful lindo
beautiful precioso
bony huesudo
"close to me" "a mi lado"
"close to me" "al lado mío"
weak light
weak liviano
"in the morning" "a la mañana"
"in the morning" "de mañana"
"in the morning" "en horas de la mañana"
"in the morning" "por la mañana"
"at least" "al menos"
"at least" "aunque sea"
"at least" "cuando menos"
"at least" "por lo menos"
filthy atascado
filthy mugriento
very muy
little chico
little joven
little nene
standing "de pie"
standing parado
dusty "con polvo"
dusty "cubierto de polvo"
dusty "lleno de polvo"
dusty polvoriento
dusty sucio
perhaps "a lo mejor"
perhaps "capaz que"
perhaps "de repente"
perhaps "es posible que"
perhaps "es probable que"
perhaps "puede que"
perhaps "puede ser que"
fast "de volada"
fast pronto
fast rápidamente
fast rápido
next entrante
next "jueves entrante"
next "jueves próximo"
next "jueves que viene"
next "próximo jueves"
clear arregladito
clear arreglado
clear impecable
clear limpio
clear ordenado
clear prolijo
clear pulcro
which ¿qué
radiant feliz
radiant radiante
radio "en la radio"
radio radial
recently "ahora no más"
recently "hace poco"
recently "hasta ahora"
recently últimamente
comforting reconfortante
cold catarro
cold gripe
cold resfriado
cold resfrío
broken roto
coarse áspero
coarse bestia
coarse bruto
coarse "mal educado"
coarse maleducado
coarse ordinario
coarse patán
coarse rudo
coarse tosco
slant desalineado
slant inclinado
slant torcido
"in a low voice" bajito
"in a low voice" despacio
"in a low voice" despacito
"in a low voice" "en voz baja"
act "actuar de"
act "ejercer  de"
act "hacer de"
annoy contrariar
annoy fastidiar
annoy hinchar
annoy joder
arrive llegar
break destrozar
break "hacer añicos"
break partir
break romper
clear carpir
clear corpir
clear "cortar la hierba"
clear "cortar los yuyos"
clear limpiar
clear "limpiar la tierra"
clear podar
clear "sacar los yuyos"
desorient desorientar
desorient despistar
desorient desubicar
dial discar
dial marcar
dismiss despedir
dismiss echar
dismiss sacar
dismiss suspender
drench mojado
drive conducir
drive manejar
encourage mejorar
enter "entrar a"
enter "entrar en"
escape deshacerse
escape liberarse
escape librarse
escape zafar
escape zafarse
"fall in love" "morirse por"
"fall in love" "sentir una atracción por"
fill empastar
fill emplomar
fill tapar
"get excited" excitar
"get excited" provocar
"get ill" enfermarse
"get ill" "ponerse malo"
"go into" "entrar al"
"go into" "penetrar en el"
gossip chimentar
gossip chimosear
gossip chismosear
gossip chusmear
gossip comadrear
gossip criticar
gossip murmurar
graduate "egresar de"
graduate "graduarse de"
graduate "graduarse en"
graduate "recibirse de"
graduate "recibirse en"
graduate "terminar en"
graduate "terminar la carrera"
graduate "terminar una carrera en"
hurry apurarse
impress impactar
impress impresionar
kidnap raptar
kill asesinar
kill liquidar
kill matar
kneel arrodillarse
kneel postrarse
lick lamer
light encender
matter disgustar
matter enojar
matter hacerle
miss "acordarse de"
miss extrañar
miss "hacer falta"
overturn "de costado"
overturn volcar
overturn volcarse
pamper apañar
pamper consentir
pamper malcriar
pamper mimar
pamper "soportar las malacrianzas"
pamper tolerar
park estacionar
postpone aplazar
postpone atrasar
postpone postergar
postpone retrasar
puff aspirar
puff fumar
puff pitar
pull tirar
punch "dar trompadas"
punch "dar un golpe"
punch "dar un moquete"
punch "dar un puñetazo"
punch golpear
punch meter
punch pegar
punch trompear
"put in" "entrar a"
"put in" "meterse en"
"put on" ponerse
repair arreglar
repair reparar
require requerir
search allanar
search buscar
search examinar
search inspeccionar
search investigar
search rastrear
search registrar
search revisar
search "seguir con atención ciertas señales"
seem "nadie me quita de la cabeza que"
seem "se me hace"
seem suponer
"sell at a bargain price" liquidar
"sell at a bargain price" "poner de oferta"
"sell at a bargain price" "poner en oferta"
"sell at a bargain price" rebajar
"sell at a bargain price" rematar
"sell at a bargain price" saldar
"sell at a bargain price" "vender a precio regalado"
shake agitar
shake empujar
shake mover
shake sacudir
shake zarandear
shoot balear
shoot disparar
shoot "pegar tiros"
shoot tirotear
skin despellejar
skin "sacar la piel"
sponsor auspiciar
sponsor esponsorear
sponsor patrocinar
"stand up" levantarse
"stand up" pararse
"take a short cut" acortar
"take a short cut" "acortar camino"
"take a short cut" "llegar más rápido"
"take off" desvestirse
"take off" quitarse
"take off" sacarse
throw tirar
tie atar
trick bolear
trick joder
trick mentir
trick "meter la mula"
turn "dar vuelta"
turn doblar
"turn around" "dar la vuelta"
"turn around" "darse vuelta"
turn "dar vuelta"
turn girar
turn volver
undress desnudarse
undress desvestirse
unpack desembalar
unpack desempacar
upset apenar
upset "dar pena"
upset entristecer
value cotizar
value evaluar
value tasar
value valuar
watch mirar
whistle silbar
"good student" aplicado
"good student" bocho
"good student" cerebro
"good student" inteligente
"good student" nerd
"poor student" bruto
"poor student" burro
"poor student" despistado
"poor student" distraído
"poor student" flojo
"poor student" haragán
"poor student" indisciplinado
"poor student" lento
"poor student" "mal alumno"
"poor student" malo
"poor student" perezoso
"poor student" "poco estudioso"
"poor student" torpe
"poor student" vago
"poor student" zángano
grind aplicado
grind dedicado
grind estudioso
grind nerd
grind tragalibros
"lazy student" caigüe
"lazy student" dejado
"lazy student" desinteresado
"lazy student" despreocupado
"lazy student" flojo
"lazy student" haragán
"lazy student" irresponsable
"lazy student" perezoso
"lazy student" vago
"lazy student" zángano
"play truant" escaparse
"play truant" esfumarse
"play truant" "faltar a clase"
"play truant" fugarse
"play truant" "fugarse de clase"
"play truant" "hacer la rabona"
"play truant" rabonear
truant fayuto
truant informal
truant irresponsable
truant vago
"cheat sheet" copiatín
"cheat sheet" papelito
cheat copiar
"whisper the answer" decir
"whisper the answer" dictar
"whisper the answer" soplar
"give a failing grade" aplazar
"give a failing grade" desaprobar
"give a failing grade" eliminar
"give a failing grade" reprobar
"call the roll" "llamar a la lista"
"call the roll" "llamar lista"
"call the roll" "pasar la asistencia"
"call the roll" "pasar la lista"
"call the roll" "tomar  lista"
"call the roll" "tomar asistencia"
"stop it" ¡Cállate!
"stop it" ¡Calmate!
"stop it" "¡Deja de dar la lata!"
"stop it" "¡Deja de hinchar las pelotas!"
"stop it" "¡Deja de hinchar!"
"stop it" "¡Deja de joder!"
"stop it" "¡Deja de molestar!"
"stop it" ¡Dejá…!
"stop it" "¡Dejame de hinchar!"
"stop it" "¡Déjame de romper las pelotas!"
"stop it" "¡Déjame en paz!"
"stop it" "¡Dejáme tranquilo!"
"stop it" ¡Dejame…!
"stop it" "¡Dejate de joder!"
"stop it" "¡No me hinches más!"
"stop it" "¡No molestes más!"
"stop it" "¡No molestes!"
"stop it" "¡No rompas!"
"stop it" "¡Para ya!"
tell-tale alcahuete
tell-tale bocón
tell-tale chismoso
tell-tale chupamedias
tell-tale metiche
tell-tale soplón
flatterer adulón
flatterer alcahuete
flatterer cepillero
flatterer chupamedias
bully agresivo
bully "arma trifulcas"
bully buscapleito
bully buscapleitos
bully buscón
bully camorrero
bully cargoso
bully patotero
bully pesado
bully pleitista
bully provocador
"bullied child" bobo
"bullied child" buenudo
"bullied child" infeliz
"bullied child" maricón
"bullied child" "pobre diablo"
"bullied child" pobrecito
"bullied child" víctima
"popular student" "buen compañero"
"popular student" "buen muchacho"
"popular student" "buen tipo"
"popular student" "buena gente"
"popular student" "buena onda"
"popular student" "buena persona"
"popular student" calidad
"popular student" consentido
"popular student" favorito
"popular student" ídolo
"popular student" "mejor compañero"
"popular student" "número uno"
"popular student" popular
"popular student" popular
meek aislado
meek antipático
meek callado
meek cerrado
meek introvertido
meek reservado
meek retraído
meek serio
meek solitario
meek tímido
hooligans insoportables
hooligans patoteros
repeater aplazados
repeater burro
repeater repitente
repeater reprobado
"close friend" amigazo
"close friend" "amigo del alma"
"close friend" amiguísimo
"close friend" compinche
"close friend" cuate
"close friend" "íntimos amigos"
"close friend" "mejor amigo"
"close friend" "muy amigo"
"close friend" socio
"close friend" superamigo
"close friend" "uña y carne"
"close friend" "uña y mugre"
boss jefe
pay salario
tired acabado
tired agotado
tired caigüé
tired cansado
tired decaído
tired desganado
tired "hecho bolsa"
tired "hecho mierda"
tired molido
tired muerto
tired reventado
tired "sin pilas"
penniless "en bancarrota"
penniless "en la calle"
penniless "en la ruina"
penniless pelado
penniless "sin dinero"
penniless "sin plata"
penniless "sin un centavo"
penniless "sin un mango"
penniless "sin un peso"
penniless sogüé
party farra
party fiesta
party "reunión de amigos"
policeman poli
"patrol car" caperucita
"patrol car" patrulla
"patrol car" "patrulla policial"
"patrol car" patrullero
"patrol wagon" patrulla
plainclothes-man piragüe
plainclothes-man "policía de civil"
plainclothes-man soplón
prison calabozo
prison cárcel
prison comisaría
cigarette cigarrillo
cigarette pitillo
cigarette porro
cigarette pucho
beer birra
beer cervecita
beer chop
beer pilsen
beer rubia
drug blanca
drug droga
drug estupefaciente
drug macoña
drug marihuana
drug merca
drug pasta
drug pichicata
storm diluvio
storm lluvia
storm "lluvia fuerte"
storm tempestad
storm temporal
storm tormenta
"be unfaithfull" cagar
"be unfaithfull" cuernear
"be unfaithfull" engañar
"be unfaithfull" "meter los cuernos"
"be unfaithfull" "poner los cuernos"
"be unfaithfull" "ponerle el cuerno"
horns cuernos
contact palanca
contact recomendaciones
contact socio
trouble coraje
trouble enojo
trouble fastidio
trouble lío
trouble molestia
trouble problema
beating bofetada
beating cachetada
beating chicoteada
beating golpe
beating golpiza
beating lección
beating paliza
beating patada
beating puñetazo
beating sopapo
beating tortazo
beating trompada
"old man" "persona mayor"
"old man" viejito
"old man" viejo
baby beba
baby bebé
baby bebecito
baby bebita
baby bebito
baby criatura
baby criaturita
baby nenito
baby peque
baby "recién nacido"
drunken alegre
drunken borrachín
drunken borracho
drunken chupado
drunken mamado
drunken "pasado de copas"
drunken pedo
drunken "que está en pedo"
drunken tomado
beat apalear
beat "cagar a palos"
beat "dar una paliza"
beat descuajeringar
beat garrotear
beat golpear
beat masacrar
beat patear
beat pegar
beat reventar
beat sopapear
thin delgado
thin escuálido
thin esquelético
thin flaco
thin flacuchento
thin flacucho
thin palo
fat barrigón
fat cerdo
fat chancho
fat gordinflón
fat gordo
fat obeso
fat panzón
fat regordo
fat tanque
fat vaca
tall alto
tall enorme
tall gigante
tall girafa
tall grande
tall grandullón
tall grandulón
tall larguirucho
tall matungo
tall "patas largas"
short bajito
short bajo
short chico
short chiquitito
short enano
short petaca
short petiso
short petizo
short pitufo
short retacón
charming atractiva
charming bombón
charming bonita
charming buena
charming "buena moza"
charming buenísima
charming cañón
charming cueraso
charming diosa
charming divina
charming encantadora
charming encanto
charming "está buena"
charming "está como quiere"
charming linda
charming muñeca
charming "no le hace falta nada"
charming preciosura
charming sexi
attractive apuesto
attractive atractivo
attractive "buen mozo"
attractive buenísimo
attractive bueno
