jacket saco
jeep "cuatro por cuatro"
jeep "doble tracción"
jeep jeep
jeep todoterreno
trailer camper
trailer "casa rodante"
"water wagon" "camión cisterna"
"water wagon" pipa
bulldozer buldózer
bulldozer "máquina excavadora"
"concrete mixer truck" "camión mezclador"
"dump truck" "camión de volteo"
bus autobús
bus bus
bus camioneta
bus autobús
bus bus
bus interdepartamental
"petrol tank" tanque
"petrol tank" "tanque de gasolina"
handlebar manubrio
handlebar timón
silencer escape
silencer "tubo de escape"
exhaust escape
exhaust "tubo de escape"
minibus buseta
minibus coaster
minibus microbús
scooter motoneta
scooter vespa
platform andén
rail carriles
rail rieles
tie durmientes
"booking office" boletería
"booking office" taquilla
"booking office" "venta de tickets"
"booking office" ventanilla
"sleeping car" camarote
sidewalk acera
sidewalk andén
"uneven road surface" "ojos de gato"
"uneven road surface" "reductor de velocidad"
"uneven road surface" túmulo
"uneven road surface" túmulos
"uneven road surface" vibradores
reception lobby
reception recepción
stewardess aeromoza
stewardess azafata
hitchhike "pedir ""ride"""
hitchhike "pedir aventón"
hitchhike "pedir jalón"
"bus stop" parada
bill boleto
bill pasaje
bill ticket
bill tiquete
elevator elevador
escalator "escalera eléctrica"
pen bolígrafo
pen lapicero
pen pluma
pen "pluma fuente"
"mechanical pencil" portaminas
"ball-point pen" bolígrafo
"ball-point pen" lapicero
"felt-tipped pen" marcador
"felt-tipped pen" pilot
"felt-tipped pen" plumón
"felt-tipped pen" resaltador
"pencil sharpener" sacapuntas
stapler engrapadora
staple grampas
staple grapas
blackboard pizarra
blackboard pizarrón
paperweight pisapapeles
computer computadora
"rubber band" "banda elástica"
"rubber band" elástico
"rubber band" hule
stamp estampilla
handle mango
slingshot honda
slingshot hondilla
scooter monopatín
scooter patineta
tent "tienda de campaña"
"sleeping bag" "bolsa de dormir"
"sleeping bag" esliping
"sleeping bag" "saco de dormir"
"sleeping bag" sleeping
kite pizcucha
boat bote
boat lancha
"swimming pool" piscina
lawn césped
lawn grama
"street lamp" farol
"street lamp" lámpara
"rubbish bin" basurero
"rubbish bin" "bote de basura"
slide tobogán
bench banca
bench banco
"comic book" cómic
"comic book" historieta
"comic book" paquines
poster afiche
poster anuncio
poster cartel
poster poster
poster rótulo
"shop window" vitrina
jukebox cinquera
jukebox rocola
harmonica armónica
harmonica dulzaina
"hard-boiled egg" "huevo duro"
"hot dog" "hot dog"
pancake panqueque
"sponge cake" pastel
"sponge cake" torta
pit pepita
pit semilla
packet "six pack"
"slice of cheese" "lasca de queso"
"slice of cheese" "queso ""kraft"""
"slice of cheese" "queso en rebanadas"
"plastic wrap" "plástico adherible"
"plastic wrap" "plástico para envolver"
demijohn garrafa
demijohn garrafón
"cigarette butt" colilla
"cigarette butt" filtro
"screw-on cap" "tapa de rosca"
"screw-on cap" "tapón de rosca"
cap corcholata
can lata
colander colador
ladle cucharón
drainboard colador
turner batidor
turner espátula
mixer "batidora de mano"
"dinner pail" lonchera
dishcloth "toalla de cocina"
stool banquito
"wire netting" "malla ciclón"
v-neck "cuello en v"
sportshirt "camiseta deportiva"
sportshirt "camiseta polo"
smock mameluco
"dress coat" esmoquin
fringe flecos
"culotte skirt" "falda-""short"""
cuff "ruedo con doblez"
"sports shoes" "calzado deportivo"
"athletic shirt" camisola
"powder box" "estuche de maquillaje"
skipping saltacuerdas
air-bag airbag
road autopista
handlebar manubrio
"conveyor belt" "banda de carga"
fans aficionados
sting aguijón
apricot albaricoque
food alimento
raising subida
"post-office box" "apartado de correos"
brook regato
brook riachuelo
murderer asesino
be "be de Barcelona"
"scholarship holder" becario
slap bofetada
slap bofetón
bar bar
bar cafetería
puff calada
puff jalón
waiter camarero
"dirty trick" canallada
switchboard centralita
pig cerdo
resignation dimisión
cooking cocción
cooking cocinar
avarice avaricia
shell concha
chat charla
chat conversación
anger rabia
cost costo
crossing cruce
slope cuesta
bay cala
amusement diversión
school colegio
stay estancia
miss fallo
financier financiero
bangs flequillo
"little flower" florecilla
plumber fontanero
stranger extranjero
stranger forastero
form formulario
"little fire" fueguecito
rubber caucho
hunger hambre
beauty belleza
beauty bonito
beauty lindo
beauty lindura
grass hierba
iron hierro
concrete hormigón
hospital hospital
graduate licenciado
degree licenciatura
discount rebaja
discount saldo
call llamada
arrival llegada
whip látigo
teacher maestro
teacher profesor
weeds maleza
spring manantial
butter mantequilla
block manzana
"rocking chair" mecedora
cheek mejillas
peach melocotón
monkey mono
mosquito mosquito
jackknife navaja
"wet nurse" nodriza
worker obrero
chance oportunidad
"unemployed man" parado
unemployment paro
seafront "paseo marítimo"
potato patata
sponsor patrocinador
toll peaje
laziness pereza
"little stone" piedrecita
"little legs" piernecitas
apartment piso
"small square" plazoleta
"small square" plazuela
banana plátano
policeman agente
policeman guardia
policeman policía
dust polvareda
spokesman portavoz
"small village" pueblecito
"little door" puertecita
grade puntuación
kerosene querosene
kerosene queroseno
pickpocket ladronzuelo
pickpocket ratero
raid redada
relation relación
repairing reparación
slip deslizón
slip resbalón
rumor rumor
highlander serrano
"military service" mili
hissing silbido
position situación
arrogance prepotencia
arrogance soberbia
bribery soborno
"soy bean" soja
change suelto
bar bar
tidbits tapa
earthquake sismo
earthquake terremoto
store almacén
store tienda
"small store" tiendecita
shooting tiroteo
courage coraje
courage valor
breeze vientecito
visa visado
glance mirada
glance vistazo
change vuelta
walk vueltecita
sharp afilado
"right now" "ahora mismo"
"right now" ahoritita
"right now" "ahoritita mismo"
bitter amargo
yellowish amarillento
before antes
approximately "a eso de"
approximately aproximadamente
approximately "más o menos"
here aquí
risky arriesgado
amazing sorprendente
"in spite of everything" "aun así"
astute buzo
astute despierto
bluish azulado
brilliant brillante
avaricious avaricioso
avaricious avaro
against "en contra"
"as soon as" "en cuanto"
"as soon as" nomás
"as soon as" "tan pronto como"
"the more" "a mayor"
"the more" "cuanto más"
under "debajo de"
thin delgado
thin flaco
inside dentro
in "dentro de"
"in my heart" "por dentro"
behind "detrás de"
"behind me" "detrás de mí"
difficult complicado
difficult difícil
where ¿dónde?
where "¿en dónde?"
"above me" "encima de mí"
"above me" "sobre mí"
angry disgustado
angry enfadado
often "a menudo"
often frecuentemente
"sensitive to the cold" friolero
outside fuera
outside "por fuera"
greasy grasiento
grayish grisáceo
grayish plomizo
skillfull hábil
skillfull habilidoso
beautiful bonito
bony huesudo
"close to me" "a mi lado"
"close to me" "junto a mí"
weak débil
weak ligero
"in the morning" "por la mañana"
"at least" "por lo menos"
filthy mugriento
very muy
little morrito
little morro
little pequeño
standing "de pie"
dusty polvoriento
perhaps "a lo mejor"
perhaps "es probable que"
fast "de volada"
fast pronto
next "próximo jueves"
clear pulcro
which ¿qué
radiant radiante
radio "en la radio"
radio radiofónico
recently recientemente
recently "sólo ahora"
comforting reconfortante
cold catarro
cold gripe
cold resfriado
broken quebrado
broken roto
coarse basto
coarse bruto
coarse patán
slant torcido
"in a low voice" "en voz baja"
act "ejercer  de"
act "hacer de"
act "servir de"
annoy contrariar
annoy fregar
annoy joder
arrive llegar
break quebrar
break romper
clear chapear
clear deshierbar
desorient confundir
desorient desorientar
desorient despistar
desorient desubicar
dial marcar
dismiss despedir
drive conducir
drive manejar
encourage estimular
encourage incentivar
encourage mejorar
enter "entrar a"
enter "entrar en"
escape escapar
escape zafar
escape zafarse
"get excited" alborotar
"get excited" envalentonar
"get ill" enfermarse
"get ill" "ponerse malo"
"go into" "penetrar en el"
gossip chismorrear
graduate "graduarse en"
hurry apresurarse
hurry apurarse
hurry "darse prisa"
impress impactar
impress impresionar
kidnap raptar
kill asesinar
kill matar
kneel arrodillarse
kneel hincarse
lick chupar
light encender
light prender
matter importar
miss "echar de menos"
miss extrañar
overturn volcarse
pamper malcriar
pamper mimar
park estacionar
park parquear
postpone aplazar
postpone posponer
postpone retrasar
puff fumar
pull jalar
punch golpear
punch pegar
"put in" "meterse a"
"put in" "meterse en"
"put on" ponerse
repair arreglar
repair reparar
require requerir
return regresar
search registrar
search revisar
seem "nadie me quita de la cabeza que"
seem "se me hace"
seem "se me pone"
seem suponer
"sell at a bargain price" liquidar
"sell at a bargain price" "poner en oferta"
"sell at a bargain price" rematar
shake sacudir
shoot disparar
skin despellejar
sponsor auspiciar
sponsor patrocinar
"stand up" levantarse
"stand up" pararse
"take a short cut" "acortar camino"
"take a short cut" "coger un atajo"
"take off" desvestirse
"take off" quitarse
throw botar
throw tirar
tie amarrar
tie atar
turn cruzar
turn doblar
"turn around" "dar la vuelta"
"turn around" volverse
turn "dar vuelta"
turn volver
undress desnudarse
undress desvestirse
unpack desempacar
upset "dar pena"
upset entristecer
value valorar
watch asomarse
watch mirar
whistle chiflar
whistle silbar
"good student" aplicado
"good student" inteligente
"poor student" tonto
grind aplicado
"lazy student" perezoso
"lazy student" vago
truant irresponsable
truant vago
cheat copiar
"whisper the answer" soplar
"give a failing grade" ponchar
"give a failing grade" reprobar
"give a failing grade" tronar
"call the roll" "pasar la asistencia"
"call the roll" "pasar la lista"
"call the roll" "tomar asistencia"
"stop it" ¡Callate!
"stop it" ¡Calmate!
"stop it" ¡Cortala!
"stop it" "¡Deja de fregar!"
"stop it" "¡Deja de joder!"
"stop it" ¡Dejá…!
"stop it" "¡Déjame en paz!"
"stop it" "¡Estate quieto !"
"stop it" "¡No fregués!"
"stop it" "¡No jodás!"
"stop it" "¡No me fastidies más!"
"stop it" "¡Que molestás!"
"stop it" ¡Ya!
tell-tale chismoso
tell-tale sapo
tell-tale soplón
flatterer brocha
flatterer lameculo
bully "arma trifulcas"
bully bravucón
bully buscapleitos
bully matón
"popular student" "buena gente"
meek santito
meek tímido
hooligans pandilleros
repeater repitente
boss jefe
pay paga
pay salario
tired agotado
tired cansado
tired decaído
tired muerto
penniless "en la calle"
penniless "en la lipidia"
penniless "en la ruina"
penniless jodido
penniless quebrado
party fiesta
party pachanga
policeman jura
policeman ley
policeman paco
policeman tombo
"patrol car" "carro de la policía"
"patrol car" patrulla
"patrol car" radiopatrulla
plainclothes-man agente
prison bote
prison cárcel
prison reclusorio
cigarette cigarrillo
cigarette cigarro
beer birra
beer birria
drug hierba]yerba
drug mota
drug piedra
storm aguacero
storm temporal
"be unfaithfull" "poner los cuernos"
"be unfaithfull" "quemar la canilla"
"be unfaithfull" "quemar la pata"
horns cuernos
trouble vaina
beating paliza
beating tunda
"old man" viejo
baby bebé
drunken borracho
drunken "pasado de tragos"
beat apalear
beat aporrear
beat golpear
beat sopapear
thin flaco
thin flacucho
fat chancho
fat gordinflón
fat gordo
fat rechoncho
short bajito
short chaparrito
charming cuerazo
charming "está como quiere"
charming muñeca
attractive guapo
attractive papacito
"not attractive" adefesio
"not attractive" feo
"not attractive" horrible
bad-smelling apestoso
bad-smelling chuco
bad-smelling hediondo
hair greña
hair mechas
hair pelo
feet patas
pregnant embarazada
pregnant "esperando bebé"
pregnant panzona
"very cold" "estar congelado"
"very cold" "estar helado"
"very cold" "estar muerto de frío"
"very cold" "estarse congelando"
"very cold" "titiritando de frío"
competent competente
competent inteligente
fool asno
fool bruto
fool burro
fool dundo
fool estúpido
fool idiota
fool imbécil
fool inepto
fool tonto
fool zonzo
fool zopenco
fool zoquete
stranger extranjero
stranger foráneo
coarseness babosada
coarseness grosería
foolishness babosada
foolishness estupidez
foolishness idiotez
foolishness tontera
informer acusetas
informer chismoso
informer sapo
informer soplón
flatterer adulador
fluke chepa
fluke chiripa
fluke chiripazo
fluke chiripón
fluke leche
fluke suerte
rich "de billete"
rich millonario
rich platudo
rich rico
boring insoportable
boring pesado
lazy perezoso
lazy vago
poor acabado
poor pobre
"sexuallly aroused" caliente
hello Aló.
hell! "A la gran puta"
hell! "A la púchica"
hell! púchica
"of course!" "¡A huevo!"
"of course!" Claro.
"of course!" "Por supuesto."
"isn't it?" ¿Verdad?
bye "¡Hasta luego!"
bye Adiós.
"cannot remember" "No me acuerdo."
"cannot remember" "Se me fue la onda."
"old boy" amigo
annoying fregado
annoying molesto
tremendous bárbaro
great! "¡Qué bien!"
"just behind" "atrasito de"
"just behind" "detrás de"
apparently "al parecer"
apparently dizque
"right now" ahora
"right now" "ahora mismo"
"right now" enseguida
"a lot" cachimbo
"a lot" "gran cantidad"
"a lot" montón
"a lot" mucho
"a lot" gentío
"term payment" "a crédito"
"term payment" "a plazos"
"term payment" "en abono"
sewer alcantarilla
sewer "tubería de aguas negras"
"pile up" agruparse
"pile up" amontonarse
handle oreja
pretty bonita
pretty hermosa
pretty linda
uproar bulla
lock cerradura
cord cuerda
ahead delante
thread enhebrar
angry bravo
angry disgustado
angry enojado
angry molesto
"well up" especialista
"well up" experto
expel despedir
expel echar
expel expulsar
fuck coger
fuck "tener sexo"
talkative hablador
talkative hablantín
obscene degenerado
obscene obsceno
merchandise mercadería
skin piel
presentiment corazonada
presentiment presentimiento
resin resina
quarrel pelea
delay demorar
delay tardar
"in vain" "en vano"
unfortunate desdichado
unfortunate desgraciado
unfortunate salado
spoiled consentido
spoiled mimado
aperitif aperitivo
bar bar
broadcast transmitir
camper campista
"cellophane tape" "cinta ""scotch"""
"cellophane tape" tape
"center half" centrocampista
"center half" mediocampista
chalet "casa de campo"
chalet quinta
coffin ataúd
coffin caja
cook cocinar
cook hervir
"country man" campesino
crane grúa
"down payment" "cuota inicial"
"down payment" enganche
"down payment" prima
"driving licence" licencia
"driving licence" "licencia de conductor"
"fruit cup" "coctel de frutas"
"fruit cup" "ensalada de frutas"
"fruit cup" tuti-fruti
"gas station" "bomba (de gasolina"
interim intermedio
interview entrevistar
jogging aerobismo
jogging correr
jogging trotar
landlady empleada
landlady "empleada doméstica"
landlady muchacha
landlady sirvienta
"long distance call" "llamada de larga distancia"
"military service" "servicio militar"
"move in together" arrejuntarse
"move in together" "estar en unión libre"
"move in together" "irse a vivir juntos"
"move in together" juntarse
"move in together" "vivir juntos"
obstinate cabezón
obstinate necio
obstinate obstinado
obstinate testarudo
peanut maní
"pick a girl up" ligar
"pick a girl up" salir
"play boy" donjuan
"play boy" galán
"play boy" mujeriego
"play boy" picaflor
"radio station" emisora
"radio station" radio
"radio station" radioemisora
right! "¡Así es!"
right! ¡Correcto!
right! "¡Eso es!"
scratch aruñazo
scratch aruñón
"shameless person" conchudo
"shameless person" descarado
"shameless person" sinvergüenza
"short cut" atajo
steal huevear
steal robar
sweetener endulzante
"take off" despegar
"television station" canal
"television station" emisora
"television station" televisora
thaw descongelar
thief ladrón
thief ratero
thief tamal
"vanity case" cosmetiquera
"admit one's responsibility" "hacerle frente"
"be angry" "estar bravo"
"be angry" "estar caliente"
"be as sharp as a needle" "ser abusado"
"be as sharp as a needle" "ser avispado"
"be as sharp as a needle" "ser chispa"
"be as sharp as a needle" "ser vivo"
"be broke, penniless" "andar quebrado"
"be broke, penniless" "estar jodido"
"be broke, penniless" "no tener ni un cinco"
"be careful" "andar con cuidado"
"be daydreaming" "estar distraído"
"be daydreaming" "estar en otro planeta"
"be falling asleep" "cerrársele los ojos"
"be falling asleep" "morirse de sueño"
"be hungry" "rugir el tigre"
"be in a mess" "estar desordenado"
"be in a mess" "estar hecho un desastre"
"be in one's element" "estar a gusto"
"be in one's element" "estar como pez en el agua"
"be in one's element" "estar en su ambiente"
"be in one's element" "estar en su salsa"
"be informed" "estar enterado"
"be inseparable" "ser uña y mugre"
"be left holding the bag" "andar por la calle de la amargura"
"be left holding the bag" "quedarse con los colochos hechos"
"be left holding the bag" "quedarse vestido y alborotado"
"be nothing but skin and bones" "estar puro hueso"
"be obvious" "estar claro"
"be obvious" "más claro no canta un gallo"
"be obvious" "ser obvio"
"be obvious" "verse a leguas"
"be on tenterhooks" "estar ansioso"
"be on tenterhooks" "estar con los nervios de punta"
"be outspoken" "no andar con rodeos"
"be outspoken" "no pensar dos veces en decir algo"
"be packed tight" "estar ""full"""
"be plain sailing" "estar regalado"
"be plain sailing" "ser súper fácil"
"be pregnant" "estar en estado"
"be pregnant" "estar esperando"
"be rolling in money" "estar bien forrado de billetes"
"be stubborn" "ser necio"
"be stubborn" "ser terco"
"be stubborn" "ser testarudo"
"be the boss" "llevar la batuta"
"be the boss" "llevar las riendas"
"be the boss" "ser el mero mero"
"be the boss" "ser el que manda"
"be thick-headed" "ser bruto"
"be thick-headed" "ser tonto"
"be thick-headed" "ser un bruto"
"be thick-headed" "ser un zonzo"
"be touchy" "mirame y no me toqués"
"be touchy" "tener pocas pulgas"
"be tricky" "ser buso"
"be tricky" "ser muy listo"
"be unlucky" "estar salado"
"be unlucky" "tener mala suerte"
"be up to the ears in debt" "deberle a medio mundo"
"be up to the ears in debt" "estar ahogado en deudas"
"be up to the ears in debt" "estar enjaranado"
"be very credulous" "creer que la luna es de queso"
"be very credulous" "ser ingenuo"
"be very credulous" "ser muy inocente"
"be very stingy" "ser más agarrado"
"be very stingy" "ser tacaño"
"be well-off" "está bien económicamente"
"be well-off" "tener plata"
"be well-off" "vivir bien"
"beat around the bush" "andar con rodeos"
"beat around the bush" "dar vueltas al asunto"
"boast of being" alardear
bother chingar
bother fastidiar
bother fregar
bother joder
bother "sacar de quicio"
bribe comprar
bribe "dar mordida"
bribe "dar mordida"
bribe "darle mordida"
"burn one's fingers" "salirle el tiro por la culata"
"burst forth into a roar of laughter" "cagarse de la risa"
"burst forth into a roar of laughter" "matarse de la risa"
"burst forth into a roar of laughter" "matarse de risa"
"burst forth into a roar of laughter" "morirse de la risa"
"carry a big stick" "tener buenas palancas"
"carry a big stick" "tener conectes"
"carry a big stick" "tener cuello"
"carry a big stick" "tener influencias"
"cause trouble" "armar alboroto"
"cause trouble" "armar relajo"
"cause trouble" "armar un despelote"
"change sides" "cambiar de camiseta"
"change sides" "cambiar de color"
"come into one's mind" "cruzársele la idea"
"come into one's mind" "venirle a la mente"
"complicate life" "meterse en camisa de once varas"
"cross one's arm" "rascarse la panza"
die "estirar la pata"
die fallecer
die morirse
dismiss cesar
dismiss correrlo
dismiss despedirle
dismiss echar
dismiss "echar de la empresa"
dismiss "echar del trabajo"
dismiss echarlo
"dodge the issue" "evadir el tema"
"dodge the issue" "hacerse el sordo"
double-cross "tener dos caras"
"eat like a horse" hartar
exaggerate "agrandar las cosas"
exaggerate exagerar
"fly off at a tangent" "irse por las ramas"
"forget what one was about to say" írsele
"get drunk" embolarse
"get drunk" embriagarse
"get drunk" "ponerse a verga"
"get into a fine mess" "meterse en camisa de once varas"
"get it straight from the horse's mouth" "saber de buena fuente"
"get it straight from the horse's mouth" "saber de primera mano"
"get it straight from the horse's mouth" "saber por fuentes bien informadas"
"get out of the way" "quitar de encima"
"get out of the way" "quitar del camino"
"get out of the way" "quitar del medio"
"get paunch" "crecer la panza"
"get paunch" engordarse
"get paunch" "estar barrigón"
"get paunch" "estar panzón"
"get soaked to the skin" empaparse
"get soaked to the skin" "quedar empapado"
"get to the point" "ir al punto"
"get up on the wrong side of the bed" "levantarse con el pie izquierdo"
"get up very early" "levantarse de madrugada"
"get up very early" madrugar
"give someone the creeps" "dar miedo"
"give up" "darse por vencido"
"give up" rendirse
"go on the game" "dedicarse a la vida alegre"
"have bats in the belfry" "andar mal de la cabeza"
"have bats in the belfry" "patinarle el coco"
"have nothing to do with something" "no tener vela en el entierro"
"have pull" "estar bien parado"
"have pull" "tener conectes"
"have serious consequences" "acabar mal"
"have someone by the neck" "tener dominado"
"have someone by the neck" "tenerlo del pelo"
"have the upper hand" "tener voz y voto"
"keep one's mouth shut" "no decir ni pío"
"kick the bucket" "colgar los tenis"
"kick the bucket" "irse al otro mundo"
"kick the bucket" palmar
"kick up a row" "armar un despelote"
"kick up a row" "armar un escándalo"
"kick up a row" "armar un relajo"
"kick up a row" "hacer un relajo"
"kill hunger" "calmar el hambre"
"know where the shoe pinches" "conocer su lado flaco"
"leave no stone unturned" "hacer hasta lo imposible"
"live on another" huevón
"live on another" mantenido
"live on another" "ser un arrimado"
"look out of the corner of one's eye" "mirar de reojo"
"look out of the corner of one's eye" "ver de reojo"
"loosen one's tongue" "no tener pelos en la lengua"
"lose one's mind" "perder el control"
"lose one's mind" enloquecer
"make a mistake" fallar
"make a mistake" "meter las patas"
"make advances to a woman" conquistar
"make advances to a woman" conquistarla
"make great efforts to get something" "echarle huevos"
"make great efforts to get something" "matarse por"
"make great efforts to get something" "romperse el alma"
"make one mistake after another" "no dar una"
"make one mistake after another" "salirle todo mal"
"make one's way through" "abrir campo"
"make one's way through" "dar paso"
"manage to" ingeniarselas
"manage to" "salir adelante"
"not be fit to a candle to" "no estar a la altura de"
"not be fit to a candle to" "no llegarle ni a los talones"
"not to know the first thing" "no saber nada"
"not to know the first thing" "no saber ni cómo se llama"
"not to know which way to turn" "morir de vergüenza"
"not to know which way to turn" "querer que se lo trague la tierra"
"not to understand a word of it" "no tener ni idea"
"occur very frequently" "de lo más normal"
"out of the frying pan and into the fire" "de mal en peor"
"out of the frying pan and into the fire" "saltar del sartén a las brasas"
"play a dirty trick" "hacerle una mala jugada"
"play a dirty trick" "jugarle sucio"
"pull a fast one on somebody" "dar atole con el dedo"
"pull a fast one on somebody" "dar gato por liebre"
"pull someone's leg" burlarse
"pull someone's leg" vacilar
"pull the chestnuts out of fire" "echarle una mano"
"pull the chestnuts out of fire" "hacerle un paro"
"put one's finger on it" "dar en el blanco"
"put one's foot down" "pararlo en seco"
"put one's foot down" "ponerle en cintura"
"put one's foot in it" cagarla
"put one's foot in it" "meter las patas"
"put someone on the carpet" "darle un sermón"
"put someone on the carpet" "halar las orejas"
"put someone on the carpet" reprenderlo
"put the cart before the horse" "poner la carreta delante de los bueyes"
"rain bucketsful" "llover a chaparrones"
realize "caer en  cuenta"
"remain an old maid" "quedarse solterona"
"run away" largarse
"run like a hare" "correr como alma que lleva el diablo"
"run smoothly" "andar bien"
"run the risk" "arriesgarlo todo"
"say to oneself" "decir a sí mismo"
"show off" "darse aires"
"show off" "darse el taco"
"show off" "hacer alarde"
"show one's true colors" "sacar las uñas"
"sit on the fence" "estar entre camagua y elote"
"sit on the fence" "no saber qué hacer"
"sit on the fence" "verse entre la espada y la pared"
"sleep on it" "consultarlo con la almohada"
"sleep on it" "pensarlo bien"
soft-soap "endulzarle el oído"
soft-soap lambisconear
soft-soap "sobarle la leva"
spy espiar
"stand someone" "no poder ver ni pintado"
"stick one's nose in other's business" entrometerse
"stick one's nose in other's business" "meter la cuchara"
"stick one's nose in other's business" "ser metiche"
"stick one's nose in other's business" "ser metido"
"suffer from a hangover" "andar de goma"
"suffer from a hangover" "estar de goma"
"suffer from a hangover" "tener goma"
"swear a blue streak" "echar  sapos y culebras"
"take to one's heels" "correr a toda velocidad"
"talk turkey" "ander sin rodeos"
"talk turkey" "hablar claro"
"talk turkey" "hablar sin pelos en la lengua"
"tod someone's footsteps" "no dejar ni respirar"
"turn a blind eye" "hacerse el bobo"
"turn a blind eye" "hacerse el disimulado"
"turn a blind eye" "hacerse el tonto"
"turn a deaf ear" "hacerse el desentendido"
"turn something to one's advantage" aprovecharse
"turn something to one's advantage" "buscar su propio beneficio"
wink guiñar
"shrink back" ahuevarse
junk tiliches
pseudo-rifined chabacán
pseudo-rifined ordinario
vulture zope
football futbol
"center half" volante
