jacket saco
reception lobby
reception recepción
stewardess aeromoza
stewardess azafata
hitchhike "pedir aventón"
hitchhike "pedir jalón"
"bus stop" parada
bill boleto
bill ticket
escalator "escalera eléctrica"
pen bolígrafo
pen "lápiz tinta"
pen pluma
"mechanical pencil" "lápiz mina"
"mechanical pencil" portaminas
"ball-point pen" bolígrafo
"ball-point pen" "lápiz tinta"
"ball-point pen" pluma
"felt-tipped pen" resaltador
"pencil sharpener" sacapuntas
stapler grapadora
staple grapas
blackboard pizarra
blackboard pizarrón
paperweight pisapapeles
computer computadora
computer "computadora de escritorio"
"rubber band" hule
stamp estampilla
stamp sello
handle mango
slingshot honda
scooter "patín del diablo"
scooter scooter
tent "casa de campaña"
tent "tienda de campaña"
"sleeping bag" esliping
"sleeping bag" "saco de dormir"
"sleeping bag" sleeping
kite barrilete
kite cometa
boat bote
boat cayuco
"swimming pool" piscina
lawn grama
"street lamp" "poste de luz"
"rubbish bin" basurero
slide deslizador
slide tobogán
bench banca
"comic book" cómic
"comic book" paquines
poster afiche
poster cartel
"shop window" vitrina
jukebox rocola
harmonica armónica
harmonica dulzaina
"hard-boiled egg" "huevo cocido"
"hard-boiled egg" "huevo duro"
"hot dog" "hot dog"
pancake panqueque
"sponge cake" bizcocho
"sponge cake" queque
"sponge cake" quequito
"sponge cake" torta
pit semilla
packet "six pack"
"slice of cheese" "queso ""kraft"""
"slice of cheese" "queso amarillo"
"plastic wrap" "papel ""film"""
"plastic wrap" "papel plástico"
"plastic wrap" "papel transparente"
demijohn botellón
demijohn galón
"cigarette butt" colilla
"screw-on cap" tapa
cap chapa
cap tapa
can botella
can envase
"airtight can" frasco
"airtight can" tarro
colander colador
colander escurridor
ladle cucharón
drainboard cernidor
turner espátula
mixer batidor
mixer batidora
mixer "batidora de mano"
filter filtro
"tea bag" bolsita
"tea bag" té
knifegrinder afilador
knifegrinder lima
knifegrinder "piedra esmeril"
"dinner pail" lonchera
"dinner pail" tapper
"gas cock" llave
"gas cock" palanca
"paella pan" paellera
tray azafate
tray charola
cupboard mueble
dishcloth trapo
dishcloth "trapo de cocina"
playpen baranda
playpen barandal
playpen corralito
berth litera
"shopping cart" carreta
basket canasta
clasp abrazadera
washer lavadora
bobin carrete
"vacuum cleaner" aspiradora
needle "agujas de tejer"
needle "agujas de tricot"
cushion cojín
"lace curtain" cortina
"lace curtain" velo
stool banco
stool banquito
stool taburete
q-tips hisopo
plaster curita
sling cabestrillo
attic ático
attic desván
lock aldaba
lock cerrojo
lock pasador
toothbrush cepillo
toothbrush "cepillo de dientes"
wardrobe armario
wardrobe closet
wardrobe ropero
bidet bidé
"parabolic antenna" "antena parabólica"
"parabolic antenna" parabólica
"wire netting" malla
"wire netting" "malla ciclón"
"corrugated iron" "lámina de zinc"
"disposable diaper" "pañal desechable"
turtleneck "cuello de tortuga"
v-neck "cuello en v"
"polo collar" "cuello esport"
"polo collar" "cuello polo"
raincoat capote
bolero bolerito
bolero bolero
bolero "chaqueta corta"
sportshirt "camisa polo"
sportshirt "camisa sport"
sportshirt "camiseta polo"
sportshirt polo
"round neck" "cuello redondo"
smock mameluco
"dress coat" esmoquin
"dress coat" smoking
"dressing gown" bata
"dressing gown" "bata de dormir"
suspenders tirantes
fringe flecos
"duffle coat" abrigo
"duffle coat" chaqueta
"track suit" buzo
"track suit" "buzo deportivo"
"track suit" sudadera
mitten guantes
pochette cangurera
"culotte skirt" "falda pantalón"
cuff doblez
cuff "ruedo con doblez"
"sports shoes" tenis
sandal sandalias
studs tacos
"athletic shirt" "camiseta sin mangas"
shorts boxer
shorts boxers
shorts calzoncillo
shorts calzoncillos
"panty hose" medias
"panty hose" pantimedias
apron delantal
ring anillo
"contact lens" "lentes de contacto"
"powder box" compacto
"powder box" polvera
"powder box" "polvo compacto"
lipstick labial
lipstick lipstick
rollers rulos
chalk tiza
chalk yeso
diary agenda
diary "agenda de escritorio"
"filing cabinet" archivador
"filing cabinet" archivo
block "cuaderno de espiral"
block libreta
pad "bloc de dibujo"
pad "cuaderno de dibujo"
checkbook chequera
checkbook talonario
"tape recorder" grabadora
photocopier fotocopiadora
swing columpio
marbles canicas
marbles mables
marbles maules
leapfrog "salto de rana"
leapfrog "salto de sapito"
dart dardo
hoop aro
hoop hula-hoop
skipping cuerda
skipping "cuerda de saltar"
skipping "saltar la cuerda"
"blindman's buff" "gallina ciega"
"blindman's buff" "gallinita ciega"
"cup and ball" emboque
"cup and ball" perinola
skateboard patineta
megaphone altavoz
megaphone megáfono
pinwheel hélice
pinwheel rehilete
"stufffed toy" "muñeca de trapo"
"stufffed toy" peluche
parachute paracaídas
frisbee frisbee
"chair lift" funicular
"chair lift" teleférico
boxing boxeo
goal arco
goal portería
merry-go-round caballitos
merry-go-round carrusel
"video camera" "cámara de vídeo"
"video camera" "cámara filmadora"
"video camera" filmadora
"ferris wheel" "rueda  chicago"
binoculars largavista
binoculars binocular
convertible convertible
convertible descapotable
air-bag airbag
air-bag "bolsa de aire"
"road roller" apisonadora
"road roller" aplanadora
road autopista
road carretera
"median strip" mediana
"pedestrian overpass" "paso elevado"
"pedestrian overpass" "puente peatonal"
saddle asiento
handlebar manubrio
bar bar
bar barra
"conveyor belt" "banda de carga"
"conveyor belt" "banda transportadora"
can barril
can dron
can tambo
can tonel
dam dique
dam embalse
dam "muro de contención"
dam presa
dam represa
"cable car" funicular
"cable car" teleférico
"restaurant car" comedor
loudspeaker altavoz
loudspeaker megáfono
horn pito
toilet baño
toilet sanitario
toilet servicio
bootblack lustrabotas
bootblack lustrador
janitor aseadora
janitor barrendera
janitor barrendero
janitor "empleada doméstica"
janitor "personal de limpieza"
"screen door" mosquitera
"screen door" "puerta de tela metálica"
"screen door" "tela metálica"
directory directorio
directory guía
"lump of sugar" "cubitos de azúcar"
"lump of sugar" "terrón de azúcar"
bankbook libreta
bankbook "libreta de banco"
spray aerosol
spray atomizador
spray spray
rotary redondel
rotary rotonda
toothpaste "pasta de dientes"
loudspeaker altavoz
loudspeaker megáfono
blind "cortina veneciana"
blind persiana
"flower pot" maceta
"flower pot" macetera
"flower stand" almácigo
"automatic cashier" cajero
"automatic cashier" "cajero automático"
"security camera" "cámara de seguridad"
"security camera" "cámara de vigilancia"
"portable writing case" portalápices
"portable writing case" portaplumas
awning toldo
tripod trípode
battery baterías
battery pilas
pushcart carretilla
"shopping basket" canasta
"shopping basket" cesta
wedge cuña
check-room casillero
check-room locker
drain alcantarilla
drain "caja de registro"
drain tragante
carrycot cargador
"maternity dress" "bata de embarazada"
"maternity dress" "bata de maternidad"
"maternity dress" "ropa de embarazada"
"maternity dress" "ropa de embarazo"
number número
number número
strecher camilla
fans aficionados
fans barra
fans fanáticos
fans seguidores
sting aguijón
apricot albaricoque
food alimento
raising subida
"post-office box" apartado
"post-office box" "apartado postal"
"post-office box" "número de apartado"
brook quebrada
murderer asesino
be "be de burro"
be "be grande"
be "be labial"
"scholarship holder" becario
slap bofetada
slap cachetada
bar café
bar cafetería
puff golpe
puff jalón
puff jalones
waiter camarero
waiter mesero
"dirty trick" bajeza
"dirty trick" canallada
"dirty trick" chanchada
"dirty trick" "golpe bajo"
"dirty trick" infamia
"dirty trick" "mala jugada"
"dirty trick" "mala pasada"
switchboard "central telefónica"
switchboard centralita
switchboard "planta telefónica"
pig cerdo
pig chancho
pig marrano
pig puerco
resignation dimisión
resignation renuncia
cooking cocción
cooking cocida
cooking cocinada
cooking cocinar
avarice ambición
avarice avaricia
avarice codicia
shell caparazón
shell carapacho
shell concha
chat chambre
chat conversación
chat plática
chat platicada
anger arrechura
anger cólera
anger enojo
anger rabia
cost costo
cost inversión
crossing cruce
crossing mezcla
slope cuesta
slope loma
slope pendiente
slope subida
bay bahía
bay ensenada
amusement diversión
amusement entretenimiento
amusement pasatiempo
school colegio
school escuela
school instituto
school pre-escolar
stay estadía
stay estancia
stay permanencia
miss equivocación
miss error
miss falla
miss fallo
miss falta
financier analista
financier asesor
financier "asesor financiero"
financier consultor
financier economista
financier experto
financier "hombre de negocios"
bangs fleco
bangs flequillo
bangs recorte
"little flower" florcita
"little flower" florecita
"little flower" "pequeñas flores"
plumber fontanero
plumber plomero
stranger extranjero
stranger fuereño
stranger turista
form cuestionario
form ficha
form formulario
form solicitud
"little fire" fueguecito
"little fire" fueguito
"little fire" llamita
rubber leche
rubber resina
hunger hambre
beauty belleza
beauty bonito
beauty hermosura
beauty lindo
grass monte
grass pasto
grass zacate
iron hierro
concrete concreto
concrete hormigón
concrete mezcla
hospital hospital
graduate diplomado
graduate egresado
graduate graduado
graduate licenciado
graduate profesional
graduate titulado
degree doctorado
degree grado
degree licenciatura
degree maestría
degree título
discount descuento
discount liquidación
discount ofertas
discount promoción
discount rebaja
discount remate
call llamada
arrival llegada
whip chilillo
whip correa
whip látigo
teacher maestro
teacher profesor
weeds maleza
weeds matorral
weeds monte
spring fuente
spring manantial
spring nacimiento
spring "ojo de agua"
butter crema
butter mantequilla
block bloque
block cuadra
"rocking chair" mecedora
cheek cachetes
cheek mejillas
peach durazno
peach melocotón
monkey chango
monkey mico
monkey mono
mosquito mosquito
mosquito zancudo
jackknife cuchilla
jackknife navaja
jackknife puñal
"wet nurse" matrona
"wet nurse" nodriza
worker jornalero
worker obrero
chance chance
chance ocasión
chance oportunidad
"unemployed man" desempleado
unemployment desempleo
seafront malecón
seafront paseo
seafront "paseo marítimo"
potato papa
sponsor patrocinador
sponsor promotor
toll peaje
laziness desidia
laziness flojera
laziness haraganería
laziness hueva
laziness huevonada
laziness pereza
laziness vagancia
"little stone" china
"little stone" chinita
"little stone" piedrita
"little legs" piernecitas
"little legs" piernitas
apartment apartamento
"small square" placita
banana banano
banana guineo
policeman policía
dust "nube de polvo"
dust polvadera
dust polvareda
dust polvazal
dust remolino
spokesman delegado
spokesman portavoz
spokesman representante
spokesman vocero
"small village" pueblecito
"small village" pueblito
"little door" puertecita
"little door" puertita
grade calificación
grade nota
grade puntaje
grade puntos
grade puntuación
grade resultado
kerosene querosén
kerosene querosene
pickpocket carterista
pickpocket ladrón
pickpocket malandro
pickpocket raterito
pickpocket ratero
raid allanamiento
raid arresto
raid operación
raid operativo
raid redada
relation relación
repairing arreglo
repairing reparación
slip deslizón
slip patinada
slip resbalón
slip tropezón
rumor bola
rumor chisme
rumor comentarios
rumor habladuría
rumor rumor
highlander serrano
"military service" "servicio militar"
hissing chiflido
hissing silbido
position localización
position posición
position ubicación
arrogance "aire de grandeza"
arrogance "aires de grandeza"
arrogance altanería
arrogance arrogancia
arrogance pedantería
arrogance prepotencia
arrogance soberbia
bribery coima
bribery mordida
bribery soborno
bribery "untada de mano"
"soy bean" soya
change cambio
change monedas
change suelto
bar bar
bar cantina
tidbits "algo para picar"
tidbits boca
tidbits boquita
earthquake sismo
earthquake temblor
earthquake terremoto
store tienda
"small store" pulpería
"small store" tiendita
shooting balacera
shooting tirazón
shooting tiroteo
courage huevos
courage valentía
courage valor
breeze brisa
breeze vientecito
breeze vientito
visa visa
glance mirada
glance miradita
glance ojeada
glance ojo
glance vistazo
change cambio
change vuelto
walk vueltecita
sharp afilado
sharp filoso
sharp filudo
"right now" ahorita
"right now" ahoritita
"right now" ya
bitter amargo
yellowish amarillento
before antes
approximately "a eso de"
approximately "alrededor de"
approximately aproximadamente
approximately casi
approximately como
approximately "más o menos"
here acá
here aquí
risky arriesgado
risky peligroso
amazing asombroso
amazing sorprendente
"in spite of everything" "a pesar de todo"
"in spite of everything" "al final"
"in spite of everything" "aun así"
"in spite of everything" "de todas maneras"
"in spite of everything" "después de todo"
"in spite of everything" igual
"in spite of everything" "y de todas maneras"
astute abusado
astute "al loro"
astute atento
astute avispado
astute buzo
astute chispa
astute despierto
astute listo
astute pila
astute vivo
bluish azulado
brilliant brillante
avaricious ambicioso
avaricious avaricioso
avaricious avaro
avaricious codicioso
against "en contra"
against renuente
"as soon as" apenas
"as soon as" "en cuanto"
"as soon as" nomás
"the more" "cuanto más"
"the more" "entre más"
under "debajo de"
thin delgado
thin escuálido
inside adentro
in "dentro de"
"in my heart" "dentro de mí"
"in my heart" "en mi interior"
"in my heart" "en mis adentros"
"in my heart" interiormente
behind "detrás de"
"behind me" "atrás de mí"
"behind me" "atrás mío"
"behind me" "detrás de mí"
"behind me" "detrás mío"
difficult complicado
difficult difícil
where ¿adónde?
"above me" "arriba de mí"
"above me" "arriba mío"
"above me" "encima de mí"
"above me" "encima mío"
"opposite me" "adelante de mí"
"opposite me" "adelante mío"
"opposite me" "delante de mí"
"opposite me" "delante mío"
angry encabronado
angry enojado
angry furioso
angry molesto
often "con frecuencia"
often normalmente
often seguido
"sensitive to the cold" friolento
outside afuera
outside "por fuera"
greasy grasiento
greasy grasoso
grayish grisoso
grayish plomo
skillfull bueno
skillfull capaz
skillfull hábil
skillfull habilidoso
beautiful agradable
beautiful bello
beautiful bonito
beautiful hermoso
beautiful lindo
beautiful precioso
bony huesudo
"close to me" "al lado mío"
"close to me" "junto conmigo"
weak débil
weak light
weak liviano
"in the morning" "en la mañana"
"in the morning" "por la mañana"
"at least" "a lo menos"
"at least" "al menos"
"at least" "aunque sea"
"at least" "por lo menos"
"at least" siquiera
"at least" "tan siquiera"
filthy mugriento
filthy mugroso
very bien
very muy
little niño
little pequeño
standing parado
dusty empolvado
dusty "lleno de polvo"
dusty polvoso
perhaps "capaz que"
perhaps "de repente"
perhaps derrepente
perhaps "es posible que"
perhaps igual
perhaps "puede que"
perhaps quizá
perhaps quizás
perhaps "tal vez"
fast luego
fast "luego luego"
fast rápido
next "jueves próximo"
next "jueves que viene"
next "otro jueves"
next "próximo jueves"
clear acicalado
clear arregladito
clear arreglado
clear nítido
which ¿cuál?
radiant feliz
radio "de la radio"
radio radial
radio radiofónico
recently "hace poco"
recently recientemente
recently últimamente
comforting reconfortante
cold catarro
cold constipado
cold gripe
cold resfriado
broken quebrado
broken roto
coarse grosero
coarse jayán
coarse "mal educado"
coarse maleducado
coarse odioso
coarse ordinario
coarse patán
coarse pesado
coarse tosco
slant chueco
slant "de lado"
slant desalineado
slant desviado
slant inclinado
slant ladeado
slant torcido
"in a low voice" bajito
"in a low voice" bajo
"in a low voice" "en voz baja"
"in a low voice" quedito
"in a low voice" suave
act "ejercer  de"
act "fungir de"
annoy contrariar
annoy fregar
annoy joder
arrive llegar
break destrozar
break quebrar
break romper
clear chapear
clear desbrozar
clear desyerbar
clear limpiar
desorient confundir
desorient desorientar
desorient desubicar
desorient engañar
dial marcar
dismiss botar
dismiss correr
dismiss despedir
dismiss echar
dismiss suspender
drench mojado
drive manejar
encourage incentivar
encourage motivado
enter "entrar a"
enter "entrar en"
escape deshacerse
escape liberarse
escape librarse
"fall in love" "morirse por"
fill tapar
"get excited" alborotar
"get excited" alebrestar
"get ill" enfermarse
"go into" "entrar al"
"go into" "penetrar en el"
gossip chismear
gossip chismiar
gossip chismorrear
gossip comentar
graduate "graduarse de"
graduate "graduarse en"
graduate "terminar la carrera"
graduate "titularse en"
hurry apurarse
impress impactar
impress impresionar
kill asesinar
kill liquidar
kill matar
kill ultimar
kneel arrodillarse
kneel hincarse
lick chupar
lick lamber
lick lamer
light encender
light prender
matter encabronar
matter enojar
matter importar
miss extrañar
miss "hacer falta"
overturn volcar
pamper alcahuetear
pamper malcriar
pamper tolerar
park estacionar
park parquear
postpone posponer
postpone retrasar
puff fumar
pull jalar
punch "dar trompadas"
punch golpear
punch pegar
punch trompear
"put in" "entrar a"
"put on" ponerse
repair arreglar
repair reparar
require precisar
require requerir
return regresar
search buscar
search examinar
search inspeccionar
search revisar
seem "nadie me quita de la cabeza que"
seem "se me hace"
seem suponer
"sell at a bargain price" liquidar
"sell at a bargain price" "poner de oferta"
"sell at a bargain price" "poner en oferta"
"sell at a bargain price" rebajar
shake agitar
shake jamaquear
shake sacudir
shake zarandear
shoot balear
shoot disparar
shoot "pegar tiros"
shoot tirotear
skin desollar
skin pelar
sponsor patrocinar
"stand up" levantarse
"stand up" pararse
"take a short cut" "acortar camino"
"take a short cut" atajar
"take a short cut" "tomar un atajo"
"take off" desvestirse
"take off" quitarse
throw lanzar
throw tirar
tie amarrar
trick confundir
trick mentir
trick timar
turn doblar
"turn around" "dar la vuelta"
"turn around" "darse vuelta"
"turn around" voltearse
turn "dar vuelta"
turn voltear
undress desnudarse
undress desvestirse
unpack desembalar
unpack desempacar
unpack desenvolver
value cotizar
value evaluar
value valorar
watch mirar
whistle chiflar
whistle silbar
"good student" aplicado
"good student" cerebrito
"good student" inteligente
"good student" nerd
"poor student" dejado
"poor student" haragán
"poor student" indisciplinado
"poor student" "mal alumno"
"poor student" malo
"poor student" vago
grind garrotero
grind machetero
"lazy student" dejado
"lazy student" flojo
"lazy student" haragán
"lazy student" irresponsable
"lazy student" perezoso
"play truant" escaparse
"play truant" escaquearse
"play truant" faltar
"play truant" "faltar a clase"
truant ausentista
truant faltista
truant irresponsable
truant vago
"cheat sheet" acordeón
"cheat sheet" chepe
cheat chepear
cheat copiar
"whisper the answer" "dar copia"
"whisper the answer" soplar
"give a failing grade" aplazar
"give a failing grade" quebrar
"give a failing grade" reprobar
"give a failing grade" reventar
"give a failing grade" tronar
"call the roll" "pasar la lista"
"stop it" "¡Anda a molestar a tu abuela!"
"stop it" ¡Callate!
"stop it" ¡Cállate!
"stop it" ¡Calmado!
"stop it" ¡Calmate!
"stop it" ¡Cortala!
"stop it" ¡Córtala.!
"stop it" "¡Deja de fregar!"
"stop it" "¡Deja de joder!"
"stop it" "¡Deja de molestar!"
"stop it" "¡Déjame en paz!"
"stop it" "¡Dejáme tranquilo!"
"stop it" "¡Déjame ya!"
"stop it" "¡Estate quieto !"
"stop it" "¡Estáte quieto ya!"
"stop it" "¡No friegues!"
"stop it" "¡No jodas más!"
"stop it" "¡No me estés fregando!"
"stop it" "¡No molestes más!"
"stop it" "¡Que molestas!"
"stop it" "¡Que molestás!"
tell-tale bocón
tell-tale chismoso
tell-tale sapo
tell-tale tapudo
flatterer arrastrado
flatterer boa
flatterer culebra
flatterer lambiscón
bully agresivo
bully belicoso
bully buscapleitos
bully peleonero
bully provocador
"bullied child" acosado
"bullied child" pendejo
"bullied child" pobrecito
"popular student" "bella persona"
"popular student" "buen compañero"
"popular student" "buen muchacho"
"popular student" "buena gente"
"popular student" "buena onda"
"popular student" calidad
"popular student" "mejor compañero"
"popular student" popular
"popular student" tranquilo
meek aislado
meek callado
meek introvertido
meek tímido
hooligans desastrosos
hooligans gavilla
hooligans insoportables
hooligans malandros
repeater aplazados
repeater repitente
repeater reprobado
"close friend" "amigo del alma"
"close friend" bro
"close friend" brother
"close friend" compa
"close friend" hermano
"close friend" "mejor amigo"
"close friend" "uña y carne"
"close friend" "uña y mugre"
boss jefe
boss patrón
pay salario
tired agotado
tired cansado
tired decaído
tired desganado
tired "estar que no puedo más"
tired fundido
tired "hecho leña"
tired "hecho polvo"
tired molido
tired muerto
tired reventado
penniless acabado
penniless "en la calle"
penniless "en la lipidia"
penniless "sin un centavo"
penniless "sin un cinco"
party fiesta
party "reunión de amigos"
policeman chafa
policeman chepo
"patrol car" patrulla
"patrol wagon" patrulla
plainclothes-man agente
plainclothes-man oreja
prison bote
prison cárcel
prison mamo
cigarette cigarro
beer birra
beer birria
beer cervecita
beer chela
drug droga
drug hierba]yerba
drug marihuana
drug mota
storm aguacero
storm temporal
"be unfaithfull" engañar
"be unfaithfull" "poner los cuernos"
"be unfaithfull" "quemar la pata"
horns cachos
horns cuernos
horns movida
contact argolla
contact conecte
contact contacto
contact enchufe
contact palanca
trouble enojo
trouble lío
trouble problema
beating cuereada
beating fajazo
beating nalgada
beating pescozón
beating sopapo
beating trompada
"old man" viejito
"old man" viejo
baby bebé
baby chichí
baby "recién nacido"
drunken bebido
drunken bolo
drunken borracho
beat golpear
beat macanear
beat "mal matar"
beat pegar
beat pijear
beat sopapear
thin delgadito
thin delgado
thin flaco
thin palo
fat gordinflón
fat gordo
fat obeso
fat panzón
fat rechoncho
fat tanque
fat timbón
tall alto
tall jirafa
tall jirafón
short bajito
short chaparrito
short chaparro
short enano
short tapón
charming "bien bonita"
charming bonita
charming "buen cuero"
charming buena
charming buenísima
charming cueraso
charming cuerazo
charming cuero
charming culazo
charming "está buena"
charming "está buenísma"
charming "está como quiere"
charming guapa
charming linda
attractive buenísimo
attractive bueno
attractive guapísimo
attractive guapo
attractive "muy guapo"
attractive papacito
attractive "un papito"
"not attractive" engendro
"not attractive" espantoso
"not attractive" federico
"not attractive" feo
bad-smelling apestoso
bad-smelling cerdo
bad-smelling chancho
bad-smelling chuco
bad-smelling hediondo
bad-smelling shuco
head cabeza
head coco
head maceta
head morro
hair greña
hair mechas
hair pelo
feet patas
feet patitas
feet pies
feet pieses
pregnant embarazada
pregnant "en estado"
pregnant "en estado interesante"
pregnant esperando
pregnant panzona
"very cold" "cagarse de frio."
"very cold" "estar cagado de frío"
"very cold" "estar congelado"
"very cold" "estar muerto de frío"
"very cold" "estarse congelando"
"very cold" "morirse de frío"
competent buso
competent capaz
competent competente
competent inteligente
competent pilas
fool bruto
fool burro
fool dundo
fool estúpido
fool falto
fool idiota
fool ignorante
fool imbécil
fool inútil
fool lelo
fool lento
fool pánfilo
fool pendejo
fool tarado
fool tonto
stranger "de afuera"
stranger extranjero
coarseness grosería
foolishness babosada
foolishness burrada
foolishness estupidez
foolishness imbecilidad
foolishness pendejada
foolishness tontera
spaniard gachupín
informer bocón
informer chismoso
informer oreja
informer sapo
flatterer adulador
flatterer arrastrado
flatterer culebra
flatterer lambiscón
flatterer pelota
fluke carambola
fluke casualidad
fluke chepa
fluke chiripa
fluke chiripón
fluke leche
fluke milagro
fluke "pura chiripa"
fluke "pura suerte"
rich adinerado
rich "de billete"
rich "de dinero"
rich millonario
rich rico
boring desagradable
boring insoportable
boring jodión
boring mamón
boring pesado
boring plasta
lazy flojo
lazy gandul
lazy haragán
lazy huevón
lazy ocioso
lazy vago
poor acabado
poor limpio
poor pelado
poor pobre
"sexuallly aroused" caliente
"sexuallly aroused" excitado
hello Aló.
hello "Buenas tardes."
hello Buenas.
hello "Buenos días."
hello ¿Aló?
hello ¿Hola?
hello ¿Sí?
hello Diga.
hell! ¡Híjole!
hell! ¡Hijueputa!
hell! ¡Uy!
hell! "La pucha."
hell! Mierda.
hell! "Por la gran puta."
hell! Pucha.
hell! púchica
hell! Puta.
"of course!" "¡A huevo!"
"of course!" ¡Sí!
"of course!" "Claro que sí."
"of course!" Claro.
"of course!" "Cómo no."
"of course!" Okey.
"of course!" "Por supuesto."
"isn't it?" ¿No?
"isn't it?" "¿O no?"
"isn't it?" "¿Sí o no?"
"isn't it?" ¿Sí?
"isn't it?" ¿Verdad?
bye Adiós.
bye Bay.
bye Cheque
bye "Nos vemos."
bye "Nos veremos."
"cannot remember" "Lo olvidé."
"cannot remember" "No me acuerdo."
"cannot remember" "Quedarse en blanco."
"cannot remember" "Se me borró el cassette."
"cannot remember" "Se me borró el disco duro."
"cannot remember" "Se me fue la onda."
"cannot remember" "Se me fue."
"cannot remember" "Se me olvidó."
"old boy" amigo
"old boy" brother
"old boy" colega
"old boy" compa
"old boy" compadre
"old boy" hermano
"old boy" "mi hermano"
annoying desagradable
annoying "mala onda"
annoying molesto
"out of order" arruinado
"out of order" descompuesto
"out of order" fregado
"out of order" "hecho mierda"
"out of order" jodido
"out of order" malo
tremendous admirable
tremendous buenísimo
tremendous excelente
tremendous "muy bueno"
tremendous pilas
tremendous sobresaliente
tremendous súper
great! ¡Bien!
great! "¡Buena onda!"
great! ¡Buenísimo!
great! ¡Excelente!
great! ¡Increíble!
great! "¡Qué bien!"
great! "¡Qué buena onda!"
great! "¡Qué bueno!"
great! ¡Súper!
"just behind" "ahí atrás de"
"just behind" "atrás de"
"just behind" "atrasito de"
"just behind" "detrás de"
apparently "al parecer"
apparently dicen
apparently dizque
apparently "parece que"
apparently "según creo"
apparently "según dicen"
apparently "según parece"
apparently seguro
apparently supuestamente
