jacket saco
trailer carro-casa
trailer "casa rodante"
trailer remolque
trailer trailer
"water wagon" "camión cisterna"
bulldozer buldózer
bulldozer excavadora
bulldozer "pala mecánica"
bulldozer retroexcavadora
"concrete mixer truck" concretera
"concrete mixer truck" hormigonera
"concrete mixer truck" mezcladora
"concrete mixer truck" "mezcladora de cemento"
"dump truck" "camión de carga"
"dump truck" "camión de tumba"
"dump truck" "camión de volquete"
"dump truck" "camión tumba"
"dump truck" "camión volquete"
"dump truck" truck
bus autobús
bus bus
bus metrobús
bus autobús
bus bus
"petrol tank" tanque
"petrol tank" "tanque de gasolina"
handlebar manubrio
silencer mofle
silencer silenciador
exhaust mofle
exhaust "tubo de escape"
minibus busito
minibus coaster
minibus van
scooter moto
scooter motoneta
platform andén
platform pasillo
platform plataforma
rail carriles
rail rieles
rail vías
tie durmientes
tie travesaños
"booking office" boletería
"booking office" ventanilla
"sleeping car" camarote
"sleeping car" coche-cama
sidewalk acera
"uneven road surface" "policía muerto"
reception recepción
stewardess azafata
hitchhike "hacer dedo"
hitchhike "pedir ""ride"""
hitchhike "pedir aventón"
hitchhike "pedir bote"
"bus stop" parada
bill boleto
bill pasaje
elevator elevador
escalator "escalera eléctrica"
escalator "escalera mecánica"
pen bolígrafo
pen pluma
pen "pluma fuente"
"mechanical pencil" "lápiz mecánico"
"mechanical pencil" portaminas
"ball-point pen" bolígrafo
"ball-point pen" pluma
"felt-tipped pen" marcador
"felt-tipped pen" "marcador fosforecente"
"felt-tipped pen" plumón
"felt-tipped pen" resaltador
"pencil sharpener" sacapuntas
stapler engrapadora
stapler grapadora
stapler ponchadora
stapler presilladora
staple "carga de presilladora"
staple clips
staple grapas
staple presillas
blackboard pizarra
blackboard pizarrón
blackboard tablero
paperweight pisapapeles
paperweight sujetapapeles
computer computadora
computer "computadora de escritorio"
computer lap
"rubber band" liga
stamp estampilla
stamp sello
handle mango
handle manija
handle manivela
slingshot biombo
slingshot hondita
scooter escuter
scooter monopatín
scooter patineta
tent carpa
tent "tienda de campaña"
"sleeping bag" "bolsa de dormir"
"sleeping bag" "saco de dormir"
"sleeping bag" "sleeping bag"
kite cometa
kite pandero
boat bote
boat canoa
boat cayuco
"swimming pool" piscina
lawn césped
lawn grama
"street lamp" farol
"street lamp" luminaria
"street lamp" "poste de luz"
"rubbish bin" basura
"rubbish bin" basurero
"rubbish bin" "canasto de basura"
"rubbish bin" tinaco
slide surradero
slide tobogán
bench banca
bench banco
"comic book" caricatura
"comic book" historieta
"comic book" paquines
poster afiche
poster cartel
poster poster
"shop window" vidriera
"shop window" vitrina
jukebox rocola
jukebox traganíquel
harmonica armónica
"hard-boiled egg" "huevo duro"
"hard-boiled egg" "huevo sancochado"
"hot dog" "hot dog"
"hot dog" pancho
"hot dog" "perro caliente"
pancake pancake
"sponge cake" bizcocho
"sponge cake" bizcochuelo
"sponge cake" torta
pit carozo
pit pepa
pit semilla
packet caja
packet portabotellas
packet "six pack"
"slice of cheese" lasca
"slice of cheese" "lasca de queso"
"slice of cheese" "queso de sandwich"
"slice of cheese" "queso en ""slice"""
"slice of cheese" "queso en rebanadas"
"slice of cheese" rebanadas
"slice of cheese" "rebanadas de queso"
"slice of cheese" rodaja
"plastic wrap" "bolsa plástica"
"plastic wrap" "papel de plástico"
"plastic wrap" "papel encerado"
"plastic wrap" polietileno
demijohn bidón
demijohn botella
demijohn galón
"cigarette butt" chenca
"cigarette butt" colilla
"cigarette butt" pucho
"screw-on cap" "tapa a rosca"
"screw-on cap" "tapa rosca"
cap chapa
cap chapita
cap tapa
can botella
can lata
"airtight can" envase
"airtight can" pomo
"airtight can" pote
"airtight can" recipiente
"airtight can" vasija
colander colador
ladle "cuchara grande"
ladle cucharito
drainboard cernidora
mixer barillas
mixer "batidor de mano"
mixer "batidor de varillas"
mixer "batidor manual"
mixer "batidora de mano"
filter filtro
filter "filtro de agua"
"tea bag" bolsita
"tea bag" "saquito de té"
knifegrinder afilador
knifegrinder amolador
knifegrinder esmeril
knifegrinder lima
"dinner pail" "envase con tapa"
"dinner pail" lonchera
"dinner pail" recipiente
"gas cock" llave
"paella pan" paellera
tray bandeja
dishcloth "paño de cocina"
dishcloth repasador
dishcloth "toalla de cocina"
dishcloth "trapo de cocina"
"shopping cart" "carrito de compras"
"shopping cart" "carrito de mercado"
basket canastilla
clasp abrazadera
washer lavarropa
bobin carrete
bobin carretel
"vacuum cleaner" aspiradora
needle "agujas de tejer"
cushion almohadón
"lace curtain" cortina
"lace curtain" visillo
stool banquito
stool escalera
q-tips cotonete
plaster curita
sling cabestrillo
attic altillo
attic ático
lock pasador
lock tranca
toothbrush "cepillo de dientes"
wardrobe ropero
bidet bidé
"parabolic antenna" "antena parabólica"
"wire netting" "malla ciclón"
"wire netting" red
"corrugated iron" "chapa acanalada"
"corrugated iron" "chapa de zinc"
"disposable diaper" "pañal desechable"
turtleneck polera
v-neck "cuello en v"
v-neck "cuello pico"
"polo collar" cuello
"polo collar" "cuello abierto"
"polo collar" "cuello de camisa"
raincoat impermeable
raincoat piloto
bolero bolero
bolero chaleco
sportshirt "camisa manga corta"
sportshirt "camiseta deportiva"
sportshirt chomba
sportshirt remera
"round neck" "cuello cerrado"
"round neck" "cuello redondo"
smock bata
smock mameluco
"dress coat" esmoquin
"dress coat" frac
"dress coat" smoking
"dressing gown" bata
"dressing gown" "salto de cama"
suspenders tirantes
fringe flecos
"duffle coat" campera
"duffle coat" gabán
"duffle coat" parca
"track suit" buzo
"track suit" "buzo deportivo"
"track suit" calentador
mitten manoplas
pochette riñonera
sandal playeras
studs spike
studs taquillas
shorts calzoncillo
apron delantal
ring anillo
"contact lens" "lentes de contacto"
"powder box" "caja de maquillaje"
"powder box" polvera
"powder box" "polvo compacto"
chalk tiza
diary "agenda de escritorio"
diary "agenda recambiable"
"filing cabinet" archivador
"filing cabinet" archivadora
block cuaderno
pad "carpeta de dibujo"
"tape recorder" grabadora
photocopier fotocopiadora
marbles bolitas
hoop aro
hoop hula-hula
"blindman's buff" "gallito ciego"
"cup and ball" bolero
skateboard patineta
megaphone parlante
pinwheel hélice
pinwheel molinete
"stufffed toy" "muñeca de trapo"
parachute paracaídas
frisbee disco
frisbee frisbee
"chair lift" aerosilla
boxing boxeo
"video camera" filmadora
"ferris wheel" "rueda  chicago"
binoculars anteojos
binoculars largavista
convertible decapotable
air-bag airbag
"road roller" aplanadora
road autopista
"median strip" camellón
"pedestrian overpass" "puente peatonal"
saddle asiento
handlebar manubrio
bar barra
bar mostrador
dam dique
dam represa
"cable car" funicular
"restaurant car" "coche comedor"
loudspeaker megáfono
loudspeaker parlante
horn bocina
toilet baño
toilet servicio
janitor "personal de limpieza"
directory guía
"lump of sugar" "terrón de azúcar"
bankbook libreta
spray spray
rotary rotonda
toothpaste dentífrico
loudspeaker micrófono
blind persiana
"flower stand" cantero
"automatic cashier" "cajero automático"
"portable writing case" "juego de escritorio"
awning tolda
awning toldo
tripod tripié
battery pilas
pushcart "carro de súper"
"shopping basket" canasta
"shopping basket" canasto
"shopping basket" "canasto de compras"
"shopping basket" "canasto de supermercado"
wedge cuña
check-room "caja de seguridad"
check-room casillero
drain alcantarilla
carrycot canguro
"maternity dress" "futura mamá"
number número
number número
strecher camilla
"post-office box" "casilla de correos"
brook arroyo
be "be de burro"
be "be larga"
slap bofetada
bar snack
puff chupada
puff pitada
waiter mozo
"dirty trick" vileza
pig cerdo
pig chancho
resignation renuncia
cooking cocción
avarice ambición
shell caparazón
chat charla
anger rabia
cost costo
slope "falda de la montaña"
slope pendiente
amusement distracción
amusement diversión
school colegio
stay estadía
miss error
financier experto
plumber plomero
stranger extranjero
form formulario
"little fire" fueguito
rubber savia
beauty bonito
beauty lindo
grass pasto
concrete hormigón
graduate profesional
degree licenciatura
degree título
discount liquidación
discount ofertas
call llamada
whip chicote
whip garrotillo
whip látigo
teacher maestro
spring manantial
block cuadra
block manzana
cheek mejillas
monkey mono
mosquito mosquito
chance ocasión
chance oportunidad
toll tarifa
laziness pereza
"little stone" piedrita
"little legs" piernitas
"small square" placita
banana banana
policeman agente
dust polvareda
spokesman portavoz
"small village" pueblito
"little door" puertita
grade calificación
grade puntaje
kerosene querosén
kerosene querosín
pickpocket carterista
pickpocket ratero
raid redada
relation relación
slip patinada
slip resbalón
rumor chisme
highlander campesino
"military service" "servicio militar"
hissing pitazo
position lugar
position ubicación
arrogance "aires de grandeza"
arrogance soberbia
bribery coima
change sencillo
bar bar
tidbits aperitivo
tidbits picada
earthquake sismo
earthquake terremoto
"small store" tiendita
"small store" tienditas
shooting tiroteo
courage coraje
breeze vientito
glance ojeada
glance vistazo
change vuelto
walk vueltita
"right now" enseguida
approximately aproximadamente
here acá
"in spite of everything" "como sea"
"in spite of everything" "de todas maneras"
astute "con cuidado"
avaricious ambicioso
thin escuálido
"in my heart" "en mi interior"
"in my heart" "por dentro"
"behind me" "detrás de mí"
"above me" "encima de mí"
"opposite me" "delante de mí"
"opposite me" "frente a mí"
angry emputado
angry encabronado
angry enojado
outside "por fuera"
greasy "llenos de grasa"
grayish grisáceo
grayish plomizo
skillfull hábil
skillfull habilidoso
beautiful bonito
beautiful hermoso
beautiful lindo
"close to me" conmigo
"close to me" "al lado mío"
weak débil
weak ligerito
"in the morning" "en horas de la mañana"
"at least" "por lo menos"
filthy cochino
little joven
dusty "lleno de polvo"
perhaps "a lo mejor"
perhaps "de repente"
perhaps "es probable que"
next "jueves que viene"
next "próximo jueves"
clear arreglado
radiant feliz
radio radial
recently "hace poco"
cold resfriado
cold resfrío
broken quebrado
coarse patán
slant inclinado
"in a low voice" despacio
"in a low voice" despacito
act "actuar de"
act "ejercer  de"
act "hacer de"
annoy contrariar
annoy "dar  lata"
annoy hinchar
arrive llegar
break "hacer añicos"
break romper
clear corpir
clear "cortar la hierba"
clear "limpiar la tierra"
desorient descolocar
desorient despistar
desorient desubicar
desorient engañar
dial discar
dial marcar
dismiss despedir
dismiss echar
dismiss sacar
drench mojado
drive conducir
drive manejar
encourage mejorar
enter "entrar en"
escape zafar
escape zafarse
"fall in love" "morirse por"
fill empastar
fill tapar
"get excited" excitar
"get ill" enfermarse
"get ill" "ponerse malo"
"go into" "entrar al"
"go into" "penetrar en el"
gossip criticar
gossip murmurar
graduate "egresar de"
graduate "graduarse en"
graduate "terminar en"
graduate "terminar la carrera"
graduate "terminar una carrera en"
hurry apresurarse
hurry apurarse
impress impactar
impress impresionar
kidnap raptar
kill asesinar
kill liquidar
kill matar
kneel arrodillarse
kneel postrarse
lick lamer
light encender
matter disgustar
matter enojar
matter importar
miss "añorar a"
miss extrañar
overturn volcar
pamper consentir
pamper "echar a perder"
pamper malcriar
pamper mimar
pamper tolerar
park estacionar
postpone atrasar
postpone retrasar
puff aspirar
puff fumar
pull tirar
punch "dar trompadas"
punch pegar
"put in" "meterse en"
"put on" ponerse
repair arreglar
repair reparar
require requerir
search allanar
search rastrear
search registrar
search revisar
search "seguir con atención ciertas señales"
seem "nadie me quita de la cabeza que"
seem suponer
"sell at a bargain price" liquidar
"sell at a bargain price" "poner en oferta"
"sell at a bargain price" "vender a precio regalado"
shake sacudir
shake zarandear
shoot disparar
shoot "tiros repetidos"
shoot tirotear
skin despellejar
sponsor auspiciar
"stand up" levantarse
"stand up" pararse
"take a short cut" "acortar camino"
"take a short cut" "coger un atajo"
"take off" desvestirse
throw tirar
tie atar
trick bolear
turn doblar
"turn around" "dar la vuelta"
"turn around" "darse vuelta"
turn "dar vuelta"
turn girar
undress desvestirse
unpack desembalar
unpack desempacar
upset apenar
upset entristecer
value evaluar
value tasar
watch mirar
whistle silbar
"good student" aplicado
"good student" bocho
"good student" inteligente
"good student" nerd
"poor student" bruto
"poor student" burro
"poor student" haragán
"poor student" "mal alumno"
"poor student" "poco estudioso"
"poor student" vago
grind comelibros
grind estudioso
grind nerd
grind tragalibros
"lazy student" caigüe
"lazy student" dejado
"lazy student" despreocupado
"lazy student" flojo
"lazy student" haragán
"lazy student" vago
"play truant" escaparse
"play truant" "faltar a clase"
"play truant" fugarse
"play truant" "hacer la rabona"
"play truant" rabonear
truant fayuto
truant irresponsable
truant vago
cheat copiar
"whisper the answer" dictar
"whisper the answer" soplar
"give a failing grade" aplazar
"give a failing grade" eliminar
"give a failing grade" reprobar
"call the roll" "llamar a la lista"
"call the roll" "pasar la asistencia"
"call the roll" "tomar  lista"
"call the roll" "tomar asistencia"
"stop it" "¡Deja de joder!"
"stop it" "¡Deja de molestar!"
"stop it" "¡Déjame en paz!"
"stop it" "¡Dejáme tranquilo!"
"stop it" "¡Dejate de joder!"
"stop it" "¡No molestes más!"
"stop it" ¡Ya!
tell-tale bocón
tell-tale chismoso
tell-tale chupamedias
tell-tale soplón
flatterer adulón
flatterer chupamedias
bully agresivo
bully buscapleitos
bully patotero
bully pesado
"bullied child" atorrante
"bullied child" bobo
"bullied child" infeliz
"bullied child" maricón
"bullied child" "pobre diablo"
"bullied child" víctima
"popular student" "buen tipo"
"popular student" "buena gente"
"popular student" "buena onda"
"popular student" calidad
"popular student" ídolo
"popular student" "mejor compañero"
meek callado
meek cerrado
meek introvertido
meek reservado
meek retraído
meek tímido
hooligans insoportables
hooligans patoteros
repeater aplazados
repeater burro
repeater repitente
repeater reprobado
"close friend" amigazo
"close friend" "amigo del alma"
"close friend" cuate
"close friend" "mejor amigo"
"close friend" "muy amigo"
"close friend" socio
boss jefe
tired agotado
tired caigüé
tired cansado
tired decaído
tired desganado
tired "hecho mierda"
tired molido
tired muerto
tired "sin pilas"
penniless "en bancarrota"
penniless "en la calle"
penniless "en la inopia"
penniless "en la ruina"
penniless jodido
penniless pelado
penniless "sin dinero"
penniless "sin plata"
penniless "sin un cinco"
penniless "sin un peso"
penniless sogüé
party farra
party fiesta
policeman poli
"patrol car" caperucita
"patrol car" "carro de la policía"
"patrol car" patrulla
"patrol car" "patrulla policial"
"patrol car" patrullero
"patrol wagon" "carro policial"
"patrol wagon" celular
"patrol wagon" patrulla
plainclothes-man piragüe
plainclothes-man soplón
prison calabozo
prison cárcel
prison chirona
prison comisaría
cigarette cigarrillo
cigarette pitillo
beer birra
beer cervecita
beer rubia
drug droga
drug estupefaciente
drug macoña
drug marihuana
drug pichicata
drug piedra
storm temporal
storm tormenta
"be unfaithfull" engañar
"be unfaithfull" "poner los cuernos"
horns cuernos
horns movida
contact palanca
contact recomendaciones
contact socio
trouble coraje
trouble lío
trouble problema
beating bofetada
beating paliza
beating sopapo
"old man" "persona mayor"
"old man" viejito
"old man" viejo
baby bebé
baby bebecito
baby bebita
baby bebito
baby criaturita
baby "recién nacido"
drunken borracho
drunken jumado
drunken mamado
drunken "pasado de tragos"
drunken tomado
beat apalear
beat garrotear
beat golpear
beat masacrar
beat pegar
beat reventar
thin escuálido
thin esquelético
thin flaco
thin flacucho
thin "tan flaco que parece enfermo"
fat barrigón
fat gordinflón
fat gordo
fat obeso
fat panzón
fat rechoncho
tall alto
tall enorme
tall gigante
tall larguirucho
tall matungo
tall "patas largas"
short bajito
short chaparrito
short enano
short petiso
short petizo
short retacón
charming bonita
charming cueraso
charming diosa
charming divina
charming "está buenísma"
charming guapa
charming linda
charming muñeca
attractive apuesto
attractive atractivo
attractive "como para comérselo"
attractive papacito
"not attractive" adefesio
"not attractive" engendro
"not attractive" feísimo
"not attractive" feo
"not attractive" horrible
bad-smelling apestoso
bad-smelling asqueroso
bad-smelling cochino
bad-smelling mugriento
bad-smelling puerco
bad-smelling "tener grajo"
head cabeza
head coco
hair cabello
hair pelambre
hair pelo
feet patas
feet pies
pregnant embarazada
pregnant encinta
pregnant "esperando bebé"
pregnant gordita
"very cold" "estar cagado de frío"
"very cold" "estar con frío"
"very cold" "estar congelado"
"very cold" "estar helado"
"very cold" "estar muerto de frío"
"very cold" "morirse de frío"
"very cold" "titiritando de frío"
competent capaz
competent culto
competent inteligente
competent preparado
fool animal
fool bestia
fool bodoque
fool bruto
fool burro
fool "cabeza de chorilto"
fool huevón
fool pajarón
fool pelotudo
fool "retrasado mental"
fool tarado
fool tolongo
fool tonto
stranger "de afuera"
stranger "de otra parte"
stranger "de otro lado"
stranger "del interior"
stranger extranjero
coarseness grosería
foolishness bobada
foolishness bobería
foolishness burrada
foolishness disparate
foolishness estupidez
foolishness idiotez
foolishness imbecilidad
foolishness tontería
spaniard gallego
spaniard hispano
informer bocón
informer chismoso
informer delator
informer soplón
informer traidor
flatterer adulador
flatterer adulón
flatterer chupamedias
fluke chiripa
fluke chiripazo
fluke chiripón
fluke leche
fluke "pura suerte"
fluke suerte
rich "de billete"
rich millonario
rich platudo
rich "podrido en dinero"
rich ricachón
rich rico
boring antipático
boring cansador
boring fastidioso
boring latoso
boring pesado
boring "plasta de mierda"
boring plomazo
lazy flojo
lazy haragán
lazy perezoso
poor pelado
poor pelagatos
poor pobre
poor pobretón
"sexuallly aroused" acelerado
"sexuallly aroused" caliente
"sexuallly aroused" excitado
hello Hola.
hello Hello.
hell! "A la mierda."
hell! Ay.
hell! Carajo.
hell! Caramba.
hell! "La gran flauta."
hell! "La puta."
hell! Mierda.
hell! Pucha.
"of course!" ¡Evidentemente!
"of course!" "Claro que sí."
"of course!" Claro.
"of course!" "Cómo no."
"of course!" "No faltaba más."
"of course!" Obvio.
"of course!" "Por supuesto."
"of course!" "Sin duda."
"isn't it?" "¿Así es?"
"isn't it?" ¿Cierto?
"isn't it?" "¿No ve?"
"isn't it?" ¿Verdad?
bye Chao.
bye Chau.
bye "Nos vemos."
"cannot remember" "Me atacó el alemán."
"cannot remember" "Me falla la memoria."
"cannot remember" "Me olvidé."
"cannot remember" "No me acuerdo."
"cannot remember" "No tengo ni idea."
"cannot remember" "Se me borró el disco duro."
"cannot remember" "Se me fue la onda."
"cannot remember" "Se me olvidó."
"old boy" amigo
"old boy" "che ra'á"
"old boy" compa
"old boy" compañero
"old boy" hermano
"old boy" viejo
annoying absurda
annoying cagada
annoying complicada
annoying desastre
annoying difícil
annoying dura
annoying molesto
"out of order" averiado
"out of order" dañado
"out of order" descompuesto
"out of order" estropeado
"out of order" roto
tremendous admirable
tremendous brillante
tremendous "de maravilla"
tremendous estupendo
tremendous excelente
tremendous extraordinario
tremendous "fuera de serie"
tremendous genial
tremendous ídolo
tremendous notable
tremendous sobresaliente
great! ¡Buenísimo!
great! ¡Espectacular!
great! ¡Estupendo!
great! ¡Excelente!
great! ¡Fenomenal!
great! ¡Genial!
great! ¡Increíble!
great! "¡Qué bueno!"
great! "¡Qué suerte!"
"just behind" "ahí atrás de"
"just behind" "justo atrás de"
"just behind" "justo detrás"
apparently "al parecer"
apparently aparentemente
apparently "parece que"
apparently posiblemente
apparently "según dicen"
apparently "según parece"
apparently supuestamente
"right now" "ahora mismo"
"right now" "al momento"
"right now" "de inmediato"
"right now" directo
"right now" enseguida
"right now" rápidamente
"a lot" cantidad
"a lot" "gran cantidad"
"a lot" "gran número"
"a lot" montón
"a lot" mucho
"a lot" pila
"a lot" banda
"a lot" gentío
"a lot" "gran número"
"a lot" montón
"a lot" mundo
"a lot" punta
"a lot" tropel
"a lot" turba
"term payment" "a crédito"
"term payment" "a plazos"
"term payment" "en cuotas"
feverish afiebrado
feverish ardiendo
feverish "con fiebre"
feverish febril
sewer albañal
sewer alcantarillado
sewer cloaca
sewer "tubería de aguas negras"
stretcher carretillas
"pile up" aglomerarse
"pile up" amontonarse
handle asa
pretty atractiva
pretty bella
pretty bonita
pretty guapa
pretty hermosa
pretty linda
pretty preciosa
uproar algarabía
uproar bullicio
lock candado
lock cerradura
lock pestillo
cord cordón
cord cuerda
ahead adelante
ahead delante
ahead "en frente"
thread enhebrar
angry bravo
angry cabreado
angry enojado
angry fastidiado
angry irritado
"well up" entendido
"well up" especialista
"well up" experto
expel despedir
expel echar
expel expulsar
fuck acostarse
fuck coger
fuck "hacer el amor"
fuck pichar
fuck "tener sexo"
talkative charlatán
talkative cotorra
talkative hablador
talkative perico
obscene porno
obscene pornográfico
merchandise artículo
merchandise mercadería
knock-kneed chueco
knock-kneed patuleco
knock-kneed zambo
skin piel
presentiment corazonada
presentiment impresión
presentiment pálpito
presentiment presentimiento
presentiment sensación
resin resina
quarrel altercado
quarrel discusión
quarrel pelea
quarrel problema
delay retrasar
delay tardar
"in vain" inútilmente
unfortunate desdichado
unfortunate desgraciado
unfortunate "mala suerte"
unfortunate "sin suerte"
unfortunate "tener mala suerte"
spoiled consentido
spoiled mimado
spoiled sobreprotegido
aperitif aperitivo
bar bar
broadcast transmitir
camper campista
"cellophane tape" "cinta ""scotch"""
"cellophane tape" "scotch tape"
"cellophane tape" tape
coffin caja
coffin cajón
cook cocinar
cook hervir
"country man" campesino
crane grúa
"down payment" "cuota inicial"
"down payment" depósito
"down payment" "entrega inicial"
"driving licence" licencia
"fruit cup" "coctel de frutas"
"fruit cup" "ensalada de frutas"
"fruit cup" tuti-fruti
interview entrevistar
jogging correr
landlady empleada
landlady "empleada doméstica"
landlady muchacha
"long distance call" "llamada de larga distancia"
"military service" "servicio militar"
"move in together" juntarse
"move in together" "vivir juntos"
obstinate cabeciduro
obstinate obstinado
obstinate testarudo
peanut maní
"pick a girl up" afilar
"pick a girl up" levantar
"pick a girl up" salir
"play boy" mujeriego
"play boy" picaflor
"play boy" zorro
"radio station" emisora
scratch arañazo
"shameless person" caradura
"shameless person" desacarado
"shameless person" sinvergüenza
"short cut" atajo
"short cut" "short cut"
steal robar
sweetener "azúcar de dieta"
sweetener edulcorante
sweetener splenda
"take off" despegar
"television station" canal
thaw descongelar
thief ladrón
thief ratero
"vanity case" neceser
"vanity case" vanity
"add fuel to the fire" "echar leña al fuego"
"admit one's responsibility" "dar la cara"
"admit one's responsibility" "hacerle frente"
"attend with efficiency" "estar en todo"
"be  deaf as a post" "ser más sordo que una tapia"
"be a cold fish" "ir más lento que una tortuga"
"be a cold fish" "no le corre sangre por las venas"
"be a cold fish" "no tener sangre en las venas"
"be a cold fish" "ser fresco"
"be a real chatterbox" "charlar hasta por los codos"
"be a real chatterbox" "hablar hasta por los codos"
"be angry" "echar chispas"
"be angry" "estar bravo"
"be angry" "estar que revienta"
"be angry" "estar rabioso"
"be as sharp as a needle" "ser vivo"
"be born lucky" "caer parado"
"be born lucky" "nacer con estrella"
"be broke, penniless" "estar en vía"
"be broke, penniless" "estar limpio"
"be broke, penniless" "no tener ni un cinco"
"be careful" "estar pendiente"
"be careful" "estar sobre aviso"
